S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
668,30-Oct-2018 - 00:00,31-Oct-2018 - 00:00,,11.71,11.87,24.72,14.87,
669,31-Oct-2018 - 00:00,01-Nov-2018 - 00:00,,14.03,9.41,25.86,18.41,0.0
670,01-Nov-2018 - 00:00,02-Nov-2018 - 00:00,,12.59,10.97,26.5,17.94,
671,02-Nov-2018 - 00:00,03-Nov-2018 - 00:00,,12.89,11.67,33.52,18.88,
672,03-Nov-2018 - 00:00,04-Nov-2018 - 00:00,,17.74,15.24,48.72,21.05,
673,04-Nov-2018 - 00:00,05-Nov-2018 - 00:00,,15.57,14.56,44.17,23.59,
674,05-Nov-2018 - 00:00,06-Nov-2018 - 00:00,,14.93,16.13,48.43,23.46,0.05
675,06-Nov-2018 - 00:00,07-Nov-2018 - 00:00,,21.84,22.27,106.53,26.83,0.0
676,07-Nov-2018 - 00:00,08-Nov-2018 - 00:00,,16.09,15.26,155.88,24.92,0.0
677,08-Nov-2018 - 00:00,09-Nov-2018 - 00:00,,18.78,20.6,196.25,26.39,0.0
678,09-Nov-2018 - 00:00,10-Nov-2018 - 00:00,,22.92,12.23,197.09,28.22,
679,10-Nov-2018 - 00:00,11-Nov-2018 - 00:00,,20.42,12.04,170.85,27.62,
680,11-Nov-2018 - 00:00,12-Nov-2018 - 00:00,,16.93,10.85,134.91,25.54,
681,12-Nov-2018 - 00:00,13-Nov-2018 - 00:00,,15.82,8.95,132.37,29.16,
682,13-Nov-2018 - 00:00,14-Nov-2018 - 00:00,,16.75,5.63,149.7,33.93,
683,14-Nov-2018 - 00:00,15-Nov-2018 - 00:00,,21.18,3.09,167.1,32.04,
684,15-Nov-2018 - 00:00,16-Nov-2018 - 00:00,,27.72,7.98,171.25,28.37,
685,16-Nov-2018 - 00:00,17-Nov-2018 - 00:00,,27.23,11.45,160.73,30.33,
686,17-Nov-2018 - 00:00,18-Nov-2018 - 00:00,,22.32,10.76,151.95,37.87,0.0
687,18-Nov-2018 - 00:00,19-Nov-2018 - 00:00,,21.46,10.55,172.86,32.71,0.0
688,19-Nov-2018 - 00:00,20-Nov-2018 - 00:00,,17.27,10.57,187.55,37.57,
689,20-Nov-2018 - 00:00,21-Nov-2018 - 00:00,,19.91,12.84,147.26,33.13,0.0
690,21-Nov-2018 - 00:00,22-Nov-2018 - 00:00,,20.74,11.29,174.34,31.88,0.69
691,22-Nov-2018 - 00:00,23-Nov-2018 - 00:00,,19.24,11.86,180.93,31.24,0.77
692,23-Nov-2018 - 00:00,24-Nov-2018 - 00:00,,19.16,18.7,169.87,32.92,0.7
693,24-Nov-2018 - 00:00,25-Nov-2018 - 00:00,,17.28,10.9,177.97,35.38,0.83
694,25-Nov-2018 - 00:00,26-Nov-2018 - 00:00,,18.01,12.27,175.39,30.63,0.88
695,26-Nov-2018 - 00:00,27-Nov-2018 - 00:00,,13.47,13.21,176.78,33.59,0.85
696,27-Nov-2018 - 00:00,28-Nov-2018 - 00:00,,13.26,12.01,115.89,30.8,0.76
697,28-Nov-2018 - 00:00,29-Nov-2018 - 00:00,,12.18,10.71,106.82,30.86,0.68
698,29-Nov-2018 - 00:00,30-Nov-2018 - 00:00,,11.1,10.81,107.85,34.55,0.68
699,30-Nov-2018 - 00:00,01-Dec-2018 - 00:00,,12.44,11.93,139.51,35.51,0.77
,,,,,,,,
701,02-Dec-2018 - 00:00,03-Dec-2018 - 00:00,,15.72,11.57,163.6,35.3,0.77
702,03-Dec-2018 - 00:00,04-Dec-2018 - 00:00,,15.33,10.58,180.93,30.64,0.83
703,04-Dec-2018 - 00:00,05-Dec-2018 - 00:00,,15.47,10.49,209.8,38.66,0.91
704,05-Dec-2018 - 00:00,06-Dec-2018 - 00:00,,18.3,11.26,209.46,35.95,0.88
705,06-Dec-2018 - 00:00,07-Dec-2018 - 00:00,,16.59,14.25,233.62,42.67,0.99
706,07-Dec-2018 - 00:00,08-Dec-2018 - 00:00,,16.04,17.92,229.44,36.67,1.02
707,08-Dec-2018 - 00:00,09-Dec-2018 - 00:00,,16.85,12.94,213.14,36.38,0.92
708,09-Dec-2018 - 00:00,10-Dec-2018 - 00:00,,15.3,11.51,187.37,,0.96
709,10-Dec-2018 - 00:00,11-Dec-2018 - 00:00,,14.21,11.96,190.33,40.72,0.56
710,11-Dec-2018 - 00:00,12-Dec-2018 - 00:00,,13.66,9.81,173.0,35.15,0.0
711,12-Dec-2018 - 00:00,13-Dec-2018 - 00:00,,13.8,9.77,205.96,38.08,0.0
712,13-Dec-2018 - 00:00,14-Dec-2018 - 00:00,,14.45,12.93,165.34,39.86,0.0
713,14-Dec-2018 - 00:00,15-Dec-2018 - 00:00,,13.89,10.7,185.62,39.95,0.27
714,15-Dec-2018 - 00:00,16-Dec-2018 - 00:00,,14.18,10.35,171.55,40.59,0.71
715,16-Dec-2018 - 00:00,17-Dec-2018 - 00:00,,15.38,9.9,157.51,33.94,0.7
716,17-Dec-2018 - 00:00,18-Dec-2018 - 00:00,,14.01,10.14,117.99,29.08,0.67
717,18-Dec-2018 - 00:00,19-Dec-2018 - 00:00,,11.93,9.98,54.72,23.08,0.41
718,19-Dec-2018 - 00:00,20-Dec-2018 - 00:00,,12.18,10.01,80.09,28.33,0.37
719,20-Dec-2018 - 00:00,21-Dec-2018 - 00:00,,11.97,12.67,133.16,38.65,0.34
720,21-Dec-2018 - 00:00,22-Dec-2018 - 00:00,,14.79,12.31,167.27,36.44,0.54
721,22-Dec-2018 - 00:00,23-Dec-2018 - 00:00,,16.1,12.26,185.1,38.17,0.45
722,23-Dec-2018 - 00:00,24-Dec-2018 - 00:00,,15.82,7.52,186.56,36.72,0.37
723,24-Dec-2018 - 00:00,25-Dec-2018 - 00:00,,15.66,11.89,170.53,37.61,0.54
724,25-Dec-2018 - 00:00,26-Dec-2018 - 00:00,,16.44,10.14,157.7,37.7,0.44
725,26-Dec-2018 - 00:00,27-Dec-2018 - 00:00,,15.33,9.76,187.71,42.67,0.52
726,27-Dec-2018 - 00:00,28-Dec-2018 - 00:00,,13.58,10.71,180.76,44.07,0.54
727,28-Dec-2018 - 00:00,29-Dec-2018 - 00:00,,13.14,10.09,176.63,38.84,0.46
728,29-Dec-2018 - 00:00,30-Dec-2018 - 00:00,,13.84,9.22,176.49,37.68,0.52
729,30-Dec-2018 - 00:00,31-Dec-2018 - 00:00,,15.72,8.96,188.72,38.39,0.7
730,31-Dec-2018 - 00:00,01-Jan-2019 - 00:00,,13.9,7.42,184.72,37.54,0.68
731,01-Jan-2019 - 00:00,02-Jan-2019 - 00:00,,14.41,8.92,196.88,39.15,0.63
732,02-Jan-2019 - 00:00,03-Jan-2019 - 00:00,,13.31,8.08,180.51,36.08,0.71
733,03-Jan-2019 - 00:00,04-Jan-2019 - 00:00,,13.1,11.47,245.21,40.53,0.31
734,04-Jan-2019 - 00:00,05-Jan-2019 - 00:00,,13.15,9.89,217.64,41.88,
735,05-Jan-2019 - 00:00,06-Jan-2019 - 00:00,,11.61,9.46,215.69,43.61,0.0
736,06-Jan-2019 - 00:00,07-Jan-2019 - 00:00,,5.22,11.96,204.78,40.7,0.0
737,07-Jan-2019 - 00:00,08-Jan-2019 - 00:00,,,,,,
738,08-Jan-2019 - 00:00,09-Jan-2019 - 00:00,,15.19,11.01,153.54,36.25,0.0
739,09-Jan-2019 - 00:00,10-Jan-2019 - 00:00,,12.39,11.45,179.88,36.72,
740,10-Jan-2019 - 00:00,11-Jan-2019 - 00:00,,13.53,9.74,188.21,39.8,
741,11-Jan-2019 - 00:00,12-Jan-2019 - 00:00,,13.23,11.22,197.47,44.82,
742,12-Jan-2019 - 00:00,13-Jan-2019 - 00:00,,13.15,10.0,212.56,36.91,0.0
743,13-Jan-2019 - 00:00,14-Jan-2019 - 00:00,,13.38,10.86,193.91,39.87,
744,14-Jan-2019 - 00:00,15-Jan-2019 - 00:00,,14.79,10.12,236.35,42.59,
745,15-Jan-2019 - 00:00,16-Jan-2019 - 00:00,,12.18,10.45,215.61,42.81,0.0
746,16-Jan-2019 - 00:00,17-Jan-2019 - 00:00,,12.64,12.21,181.02,43.81,
747,17-Jan-2019 - 00:00,18-Jan-2019 - 00:00,,13.3,12.22,192.59,48.28,
748,18-Jan-2019 - 00:00,19-Jan-2019 - 00:00,,15.31,10.24,201.8,44.83,0.0
749,19-Jan-2019 - 00:00,20-Jan-2019 - 00:00,,13.77,14.83,225.46,44.29,
750,20-Jan-2019 - 00:00,21-Jan-2019 - 00:00,,11.78,9.07,244.16,44.01,0.0
751,21-Jan-2019 - 00:00,22-Jan-2019 - 00:00,,12.28,8.17,232.9,48.72,0.0
752,22-Jan-2019 - 00:00,23-Jan-2019 - 00:00,,12.85,13.99,235.82,51.62,
753,23-Jan-2019 - 00:00,24-Jan-2019 - 00:00,,15.11,9.3,192.36,41.68,0.0
754,24-Jan-2019 - 00:00,25-Jan-2019 - 00:00,,13.81,9.05,182.85,44.24,
755,25-Jan-2019 - 00:00,26-Jan-2019 - 00:00,,11.91,9.97,211.57,44.0,0.0
756,26-Jan-2019 - 00:00,27-Jan-2019 - 00:00,,13.51,10.14,171.68,39.78,0.0
757,27-Jan-2019 - 00:00,28-Jan-2019 - 00:00,,12.41,12.57,166.78,35.7,0.0
758,28-Jan-2019 - 00:00,29-Jan-2019 - 00:00,,12.47,9.16,129.31,35.7,
759,29-Jan-2019 - 00:00,30-Jan-2019 - 00:00,,13.83,13.0,144.68,35.34,
760,30-Jan-2019 - 00:00,31-Jan-2019 - 00:00,,12.1,11.04,137.18,38.45,
761,31-Jan-2019 - 00:00,01-Feb-2019 - 00:00,,12.4,10.5,168.92,43.51,
762,01-Feb-2019 - 00:00,02-Feb-2019 - 00:00,,12.17,9.64,181.88,43.1,
763,02-Feb-2019 - 00:00,03-Feb-2019 - 00:00,,14.49,8.04,180.48,41.19,0.0
764,03-Feb-2019 - 00:00,04-Feb-2019 - 00:00,,13.76,10.7,188.67,38.01,0.0
765,04-Feb-2019 - 00:00,05-Feb-2019 - 00:00,,14.68,10.77,168.39,34.76,
766,05-Feb-2019 - 00:00,06-Feb-2019 - 00:00,,13.93,15.31,186.41,44.08,
767,06-Feb-2019 - 00:00,07-Feb-2019 - 00:00,,13.06,16.19,185.86,49.77,0.0
768,07-Feb-2019 - 00:00,08-Feb-2019 - 00:00,,14.22,11.07,132.42,41.56,
769,08-Feb-2019 - 00:00,09-Feb-2019 - 00:00,,11.62,15.54,153.27,42.88,0.0
770,09-Feb-2019 - 00:00,10-Feb-2019 - 00:00,,15.08,9.75,193.76,26.95,0.0
771,10-Feb-2019 - 00:00,11-Feb-2019 - 00:00,,15.11,15.31,103.22,27.0,
772,11-Feb-2019 - 00:00,12-Feb-2019 - 00:00,,12.54,12.52,142.88,33.17,
773,12-Feb-2019 - 00:00,13-Feb-2019 - 00:00,,13.39,12.16,157.9,38.17,
774,13-Feb-2019 - 00:00,14-Feb-2019 - 00:00,,13.79,18.18,171.56,40.8,
775,14-Feb-2019 - 00:00,15-Feb-2019 - 00:00,,15.17,9.9,198.11,48.0,
776,15-Feb-2019 - 00:00,16-Feb-2019 - 00:00,,17.33,8.05,219.53,41.43,
777,16-Feb-2019 - 00:00,17-Feb-2019 - 00:00,,12.82,11.23,112.81,34.87,
778,17-Feb-2019 - 00:00,18-Feb-2019 - 00:00,,16.73,8.98,100.54,32.98,
779,18-Feb-2019 - 00:00,19-Feb-2019 - 00:00,,13.81,11.65,151.45,43.08,
780,19-Feb-2019 - 00:00,20-Feb-2019 - 00:00,,12.73,7.29,142.23,34.1,0.0
781,20-Feb-2019 - 00:00,21-Feb-2019 - 00:00,,12.61,10.26,90.17,25.91,0.0
782,21-Feb-2019 - 00:00,22-Feb-2019 - 00:00,,12.18,12.94,105.22,30.99,
783,22-Feb-2019 - 00:00,23-Feb-2019 - 00:00,,12.37,11.85,74.7,23.29,
784,23-Feb-2019 - 00:00,24-Feb-2019 - 00:00,,17.13,12.97,149.97,39.61,
785,24-Feb-2019 - 00:00,25-Feb-2019 - 00:00,,16.36,11.46,173.27,36.55,
786,25-Feb-2019 - 00:00,26-Feb-2019 - 00:00,,13.12,11.64,86.92,30.8,0.0
787,26-Feb-2019 - 00:00,27-Feb-2019 - 00:00,,14.69,15.33,41.39,27.54,
788,27-Feb-2019 - 00:00,28-Feb-2019 - 00:00,,13.91,10.24,35.75,24.99,0.0
789,28-Feb-2019 - 00:00,01-Mar-2019 - 00:00,,13.21,10.92,42.8,26.12,
790,01-Mar-2019 - 00:00,02-Mar-2019 - 00:00,,14.28,13.97,80.31,31.18,
791,02-Mar-2019 - 00:00,03-Mar-2019 - 00:00,,14.97,10.5,100.76,37.01,0.0
792,03-Mar-2019 - 00:00,04-Mar-2019 - 00:00,,17.94,9.48,120.36,32.5,
793,04-Mar-2019 - 00:00,05-Mar-2019 - 00:00,,15.62,7.62,78.34,26.23,
794,05-Mar-2019 - 00:00,06-Mar-2019 - 00:00,,14.25,7.41,76.08,26.26,
795,06-Mar-2019 - 00:00,07-Mar-2019 - 00:00,,16.18,10.87,104.53,27.73,
796,07-Mar-2019 - 00:00,08-Mar-2019 - 00:00,,16.4,11.62,121.28,27.47,
797,08-Mar-2019 - 00:00,09-Mar-2019 - 00:00,,16.1,12.08,102.11,32.61,
798,09-Mar-2019 - 00:00,10-Mar-2019 - 00:00,,19.92,12.8,77.53,29.07,
799,10-Mar-2019 - 00:00,11-Mar-2019 - 00:00,,12.96,11.23,45.08,18.25,
,,,,,,,,
801,12-Mar-2019 - 00:00,13-Mar-2019 - 00:00,,14.38,10.18,85.23,21.89,0.0
802,13-Mar-2019 - 00:00,14-Mar-2019 - 00:00,,14.33,10.89,83.56,20.31,
803,14-Mar-2019 - 00:00,15-Mar-2019 - 00:00,,18.18,15.05,114.55,26.59,
804,15-Mar-2019 - 00:00,16-Mar-2019 - 00:00,,21.15,11.71,85.15,21.01,
805,16-Mar-2019 - 00:00,17-Mar-2019 - 00:00,,15.82,9.75,60.36,32.51,
806,17-Mar-2019 - 00:00,18-Mar-2019 - 00:00,,17.62,11.29,86.22,36.62,0.0
807,18-Mar-2019 - 00:00,19-Mar-2019 - 00:00,,18.2,8.74,49.52,24.38,0.0
808,19-Mar-2019 - 00:00,20-Mar-2019 - 00:00,,18.65,9.45,59.72,23.46,
809,20-Mar-2019 - 00:00,21-Mar-2019 - 00:00,,14.51,13.19,65.65,21.08,0.0
810,21-Mar-2019 - 00:00,22-Mar-2019 - 00:00,,16.71,14.53,48.94,18.8,
811,22-Mar-2019 - 00:00,23-Mar-2019 - 00:00,,13.52,12.11,40.65,19.03,0.0
812,23-Mar-2019 - 00:00,24-Mar-2019 - 00:00,,18.64,7.7,62.03,25.38,
813,24-Mar-2019 - 00:00,25-Mar-2019 - 00:00,,18.59,15.12,71.27,32.88,0.0
814,25-Mar-2019 - 00:00,26-Mar-2019 - 00:00,,21.67,15.31,62.03,33.04,
815,26-Mar-2019 - 00:00,27-Mar-2019 - 00:00,,16.82,15.62,16.23,24.13,
816,27-Mar-2019 - 00:00,28-Mar-2019 - 00:00,,17.96,16.31,63.19,25.11,
817,28-Mar-2019 - 00:00,29-Mar-2019 - 00:00,,14.53,15.72,,20.43,
818,29-Mar-2019 - 00:00,30-Mar-2019 - 00:00,,13.74,12.4,15.13,14.8,
819,30-Mar-2019 - 00:00,31-Mar-2019 - 00:00,,13.06,12.83,,15.02,
820,31-Mar-2019 - 00:00,01-Apr-2019 - 00:00,,13.58,11.63,2.52,13.25,
821,01-Apr-2019 - 00:00,02-Apr-2019 - 00:00,,15.49,12.01,,17.44,
822,02-Apr-2019 - 00:00,03-Apr-2019 - 00:00,,12.1,10.9,,,
823,03-Apr-2019 - 00:00,04-Apr-2019 - 00:00,,14.42,8.74,,14.51,
824,04-Apr-2019 - 00:00,05-Apr-2019 - 00:00,,11.6,13.53,13.66,12.95,
825,05-Apr-2019 - 00:00,06-Apr-2019 - 00:00,,13.84,19.84,20.91,14.18,
826,06-Apr-2019 - 00:00,07-Apr-2019 - 00:00,,14.8,15.96,3.87,17.79,
827,07-Apr-2019 - 00:00,08-Apr-2019 - 00:00,,19.99,15.45,28.95,20.23,
828,08-Apr-2019 - 00:00,09-Apr-2019 - 00:00,,16.43,17.77,,18.03,
829,09-Apr-2019 - 00:00,10-Apr-2019 - 00:00,,14.47,11.67,48.22,17.7,
830,10-Apr-2019 - 00:00,11-Apr-2019 - 00:00,,14.1,11.96,,13.69,
831,11-Apr-2019 - 00:00,12-Apr-2019 - 00:00,,10.08,15.98,,13.0,
832,12-Apr-2019 - 00:00,13-Apr-2019 - 00:00,,12.56,17.62,,15.77,
833,13-Apr-2019 - 00:00,14-Apr-2019 - 00:00,,17.87,10.58,,20.07,
834,14-Apr-2019 - 00:00,15-Apr-2019 - 00:00,,14.43,12.14,,11.87,
835,15-Apr-2019 - 00:00,16-Apr-2019 - 00:00,,12.53,14.22,,11.08,
836,16-Apr-2019 - 00:00,17-Apr-2019 - 00:00,,16.61,12.73,,13.08,
837,17-Apr-2019 - 00:00,18-Apr-2019 - 00:00,,21.38,17.44,,7.0,
838,18-Apr-2019 - 00:00,19-Apr-2019 - 00:00,,21.94,10.59,,21.01,
839,19-Apr-2019 - 00:00,20-Apr-2019 - 00:00,,21.06,13.56,,27.3,
840,20-Apr-2019 - 00:00,21-Apr-2019 - 00:00,,23.37,12.52,,18.43,
841,21-Apr-2019 - 00:00,22-Apr-2019 - 00:00,,14.09,15.09,,16.72,
842,22-Apr-2019 - 00:00,23-Apr-2019 - 00:00,,18.62,14.18,12.62,19.29,
843,23-Apr-2019 - 00:00,24-Apr-2019 - 00:00,,18.09,19.41,30.18,19.17,
844,24-Apr-2019 - 00:00,25-Apr-2019 - 00:00,,13.58,18.06,38.75,17.8,
845,25-Apr-2019 - 00:00,26-Apr-2019 - 00:00,,10.69,9.9,38.15,16.06,
846,26-Apr-2019 - 00:00,27-Apr-2019 - 00:00,,10.53,20.33,57.52,15.72,
847,27-Apr-2019 - 00:00,28-Apr-2019 - 00:00,,11.91,16.64,55.92,12.58,
848,28-Apr-2019 - 00:00,29-Apr-2019 - 00:00,,9.53,13.48,46.25,12.5,
849,29-Apr-2019 - 00:00,30-Apr-2019 - 00:00,,8.57,17.79,38.24,12.71,
850,30-Apr-2019 - 00:00,01-May-2019 - 00:00,,9.5,15.85,38.31,13.22,
851,01-May-2019 - 00:00,02-May-2019 - 00:00,,10.91,20.36,22.96,12.2,
852,02-May-2019 - 00:00,03-May-2019 - 00:00,,10.85,17.35,22.69,12.4,
853,03-May-2019 - 00:00,04-May-2019 - 00:00,,14.11,18.15,27.57,14.34,
854,04-May-2019 - 00:00,05-May-2019 - 00:00,,16.16,18.85,33.33,17.32,
855,05-May-2019 - 00:00,06-May-2019 - 00:00,,12.85,17.14,75.03,18.46,
856,06-May-2019 - 00:00,07-May-2019 - 00:00,,17.16,17.94,88.7,15.31,
857,07-May-2019 - 00:00,08-May-2019 - 00:00,,17.63,16.45,78.16,13.06,
858,08-May-2019 - 00:00,09-May-2019 - 00:00,,15.6,16.15,80.96,12.19,
859,09-May-2019 - 00:00,10-May-2019 - 00:00,,17.4,19.9,79.82,12.51,
860,10-May-2019 - 00:00,11-May-2019 - 00:00,,18.26,20.98,74.89,12.4,
861,11-May-2019 - 00:00,12-May-2019 - 00:00,,18.27,17.06,65.4,13.77,
862,12-May-2019 - 00:00,13-May-2019 - 00:00,,,,,,
863,13-May-2019 - 00:00,14-May-2019 - 00:00,,21.53,9.62,41.35,6.02,
864,14-May-2019 - 00:00,15-May-2019 - 00:00,,23.42,13.51,56.41,6.21,
865,15-May-2019 - 00:00,16-May-2019 - 00:00,,19.3,16.29,58.55,6.72,
866,16-May-2019 - 00:00,17-May-2019 - 00:00,,19.83,15.19,41.75,7.23,
867,17-May-2019 - 00:00,18-May-2019 - 00:00,,15.76,16.71,50.78,7.37,
868,18-May-2019 - 00:00,19-May-2019 - 00:00,,15.37,18.55,58.61,8.76,
869,19-May-2019 - 00:00,20-May-2019 - 00:00,,16.94,24.57,56.05,,
870,20-May-2019 - 00:00,21-May-2019 - 00:00,,17.0,24.67,55.73,,
871,21-May-2019 - 00:00,22-May-2019 - 00:00,,15.25,22.16,55.9,,
872,22-May-2019 - 00:00,23-May-2019 - 00:00,,15.27,18.04,54.99,,
873,23-May-2019 - 00:00,24-May-2019 - 00:00,,4.01,18.37,,,
874,24-May-2019 - 00:00,25-May-2019 - 00:00,,3.79,14.36,,,
875,25-May-2019 - 00:00,26-May-2019 - 00:00,,15.69,14.87,,,
876,26-May-2019 - 00:00,27-May-2019 - 00:00,,14.78,14.51,,,
877,27-May-2019 - 00:00,28-May-2019 - 00:00,,18.97,14.54,60.1,,
878,28-May-2019 - 00:00,29-May-2019 - 00:00,,17.82,14.32,62.22,,
879,29-May-2019 - 00:00,30-May-2019 - 00:00,,22.55,14.6,57.42,,
880,30-May-2019 - 00:00,31-May-2019 - 00:00,,17.87,16.47,59.17,,
881,31-May-2019 - 00:00,01-Jun-2019 - 00:00,,17.68,16.59,60.97,,
882,01-Jun-2019 - 00:00,02-Jun-2019 - 00:00,,20.57,13.07,57.46,,
883,02-Jun-2019 - 00:00,03-Jun-2019 - 00:00,,17.51,13.1,58.89,,
884,03-Jun-2019 - 00:00,04-Jun-2019 - 00:00,,24.7,12.38,29.17,,
885,04-Jun-2019 - 00:00,05-Jun-2019 - 00:00,,17.66,13.34,44.62,,
886,05-Jun-2019 - 00:00,06-Jun-2019 - 00:00,,17.45,12.05,39.59,,
887,06-Jun-2019 - 00:00,07-Jun-2019 - 00:00,,20.29,11.38,20.34,,
888,07-Jun-2019 - 00:00,08-Jun-2019 - 00:00,,19.92,11.74,22.83,,0.0
889,08-Jun-2019 - 00:00,09-Jun-2019 - 00:00,,20.09,11.93,19.95,,
890,09-Jun-2019 - 00:00,10-Jun-2019 - 00:00,,19.91,12.13,47.5,,
891,10-Jun-2019 - 00:00,11-Jun-2019 - 00:00,,19.51,11.75,49.52,,
892,11-Jun-2019 - 00:00,12-Jun-2019 - 00:00,,26.65,11.56,49.3,,
893,12-Jun-2019 - 00:00,13-Jun-2019 - 00:00,,19.32,10.6,54.86,,
894,13-Jun-2019 - 00:00,14-Jun-2019 - 00:00,,30.8,12.64,52.37,,
895,14-Jun-2019 - 00:00,15-Jun-2019 - 00:00,,28.44,11.08,53.59,,
896,15-Jun-2019 - 00:00,16-Jun-2019 - 00:00,,23.29,11.23,39.37,,
897,16-Jun-2019 - 00:00,17-Jun-2019 - 00:00,,23.68,11.52,50.87,,
898,17-Jun-2019 - 00:00,18-Jun-2019 - 00:00,,21.58,10.86,64.01,,
899,18-Jun-2019 - 00:00,19-Jun-2019 - 00:00,,25.51,11.51,94.78,,
,,,,,,,,
901,20-Jun-2019 - 00:00,21-Jun-2019 - 00:00,,16.26,11.27,52.54,,
902,21-Jun-2019 - 00:00,22-Jun-2019 - 00:00,,15.56,11.91,26.07,,
903,22-Jun-2019 - 00:00,23-Jun-2019 - 00:00,,20.08,10.86,26.64,,
904,23-Jun-2019 - 00:00,24-Jun-2019 - 00:00,,16.82,10.92,17.97,,
905,24-Jun-2019 - 00:00,25-Jun-2019 - 00:00,,16.74,11.5,33.06,,
906,25-Jun-2019 - 00:00,26-Jun-2019 - 00:00,,13.21,12.15,33.69,,
907,26-Jun-2019 - 00:00,27-Jun-2019 - 00:00,,12.59,11.76,28.62,,
908,27-Jun-2019 - 00:00,28-Jun-2019 - 00:00,,14.34,11.57,36.05,,
909,28-Jun-2019 - 00:00,29-Jun-2019 - 00:00,,22.96,9.62,33.79,,
910,29-Jun-2019 - 00:00,30-Jun-2019 - 00:00,,22.39,10.36,60.03,,
911,30-Jun-2019 - 00:00,01-Jul-2019 - 00:00,,13.9,11.54,185.02,,
912,01-Jul-2019 - 00:00,02-Jul-2019 - 00:00,,14.0,12.85,25.09,,
913,02-Jul-2019 - 00:00,03-Jul-2019 - 00:00,,20.17,11.19,24.31,,
914,03-Jul-2019 - 00:00,04-Jul-2019 - 00:00,,20.17,11.32,27.98,,
915,04-Jul-2019 - 00:00,05-Jul-2019 - 00:00,,21.65,11.01,51.59,,
916,05-Jul-2019 - 00:00,06-Jul-2019 - 00:00,,15.58,10.91,42.44,,
917,06-Jul-2019 - 00:00,07-Jul-2019 - 00:00,,10.54,11.26,29.97,,
918,07-Jul-2019 - 00:00,08-Jul-2019 - 00:00,,12.83,14.24,47.7,,
919,08-Jul-2019 - 00:00,09-Jul-2019 - 00:00,,17.18,10.69,61.08,,
920,09-Jul-2019 - 00:00,10-Jul-2019 - 00:00,,17.12,9.6,50.74,,
921,10-Jul-2019 - 00:00,11-Jul-2019 - 00:00,,17.13,9.95,41.4,,
922,11-Jul-2019 - 00:00,12-Jul-2019 - 00:00,,15.26,11.23,52.47,,
923,12-Jul-2019 - 00:00,13-Jul-2019 - 00:00,,16.05,10.48,38.42,,
924,13-Jul-2019 - 00:00,14-Jul-2019 - 00:00,,18.5,10.98,49.26,,
925,14-Jul-2019 - 00:00,15-Jul-2019 - 00:00,,19.02,13.54,55.32,,
926,15-Jul-2019 - 00:00,16-Jul-2019 - 00:00,,21.71,11.07,62.57,,
927,16-Jul-2019 - 00:00,17-Jul-2019 - 00:00,,19.05,11.31,54.16,,
928,17-Jul-2019 - 00:00,18-Jul-2019 - 00:00,,17.16,9.76,51.19,,
929,18-Jul-2019 - 00:00,19-Jul-2019 - 00:00,,13.68,9.5,41.7,,
930,19-Jul-2019 - 00:00,20-Jul-2019 - 00:00,,12.4,10.06,24.75,,
931,20-Jul-2019 - 00:00,21-Jul-2019 - 00:00,,14.31,8.74,33.04,,
932,21-Jul-2019 - 00:00,22-Jul-2019 - 00:00,,12.88,11.18,37.27,,
933,22-Jul-2019 - 00:00,23-Jul-2019 - 00:00,,8.49,12.82,22.75,,
934,23-Jul-2019 - 00:00,24-Jul-2019 - 00:00,,7.5,12.61,17.52,,
935,24-Jul-2019 - 00:00,25-Jul-2019 - 00:00,,7.08,13.39,8.5,,
936,25-Jul-2019 - 00:00,26-Jul-2019 - 00:00,,,,,,
937,26-Jul-2019 - 00:00,27-Jul-2019 - 00:00,,16.97,9.9,42.71,,
938,27-Jul-2019 - 00:00,28-Jul-2019 - 00:00,,14.68,9.57,28.76,,
939,28-Jul-2019 - 00:00,29-Jul-2019 - 00:00,,11.92,11.17,5.35,,
940,29-Jul-2019 - 00:00,30-Jul-2019 - 00:00,,14.51,9.99,14.92,,
941,30-Jul-2019 - 00:00,31-Jul-2019 - 00:00,,13.78,9.06,37.55,,
942,31-Jul-2019 - 00:00,01-Aug-2019 - 00:00,,15.1,9.33,44.48,,
943,01-Aug-2019 - 00:00,02-Aug-2019 - 00:00,,14.22,8.6,28.04,,
944,02-Aug-2019 - 00:00,03-Aug-2019 - 00:00,,12.34,7.71,22.83,,
945,03-Aug-2019 - 00:00,04-Aug-2019 - 00:00,,13.61,8.05,37.39,,
946,04-Aug-2019 - 00:00,05-Aug-2019 - 00:00,,11.95,8.25,43.93,,
947,05-Aug-2019 - 00:00,06-Aug-2019 - 00:00,,12.21,7.63,37.54,,
948,06-Aug-2019 - 00:00,07-Aug-2019 - 00:00,,10.56,8.39,33.61,,
949,07-Aug-2019 - 00:00,08-Aug-2019 - 00:00,,12.46,8.82,25.03,,
950,08-Aug-2019 - 00:00,09-Aug-2019 - 00:00,,12.56,6.72,26.7,,
951,09-Aug-2019 - 00:00,10-Aug-2019 - 00:00,,14.95,5.99,47.15,,
952,10-Aug-2019 - 00:00,11-Aug-2019 - 00:00,,17.86,5.28,42.19,,
