S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
633,25-Sep-2018 - 00:00,26-Sep-2018 - 00:00,33.38,18.08,2.18,56.56,15.06,0.52
634,26-Sep-2018 - 00:00,27-Sep-2018 - 00:00,36.29,22.78,1.74,77.37,14.35,0.67
635,27-Sep-2018 - 00:00,28-Sep-2018 - 00:00,25.02,18.52,10.48,65.07,23.26,0.6
636,28-Sep-2018 - 00:00,29-Sep-2018 - 00:00,31.19,25.51,9.82,78.39,21.5,0.47
637,29-Sep-2018 - 00:00,30-Sep-2018 - 00:00,31.82,30.18,6.12,72.36,18.29,0.53
638,30-Sep-2018 - 00:00,01-Oct-2018 - 00:00,32.81,30.56,1.36,85.41,14.71,0.61
639,01-Oct-2018 - 00:00,02-Oct-2018 - 00:00,37.3,35.35,2.0,70.65,18.63,0.69
640,02-Oct-2018 - 00:00,03-Oct-2018 - 00:00,43.99,34.12,5.89,92.68,20.5,0.65
641,03-Oct-2018 - 00:00,04-Oct-2018 - 00:00,44.77,34.3,2.54,90.96,24.06,0.68
642,04-Oct-2018 - 00:00,05-Oct-2018 - 00:00,38.69,36.63,2.64,72.95,23.46,0.63
643,05-Oct-2018 - 00:00,06-Oct-2018 - 00:00,43.68,29.38,3.07,88.38,24.36,0.58
644,06-Oct-2018 - 00:00,07-Oct-2018 - 00:00,49.63,26.68,3.15,102.36,30.8,0.79
645,07-Oct-2018 - 00:00,08-Oct-2018 - 00:00,37.08,39.02,2.98,84.2,20.98,0.67
646,08-Oct-2018 - 00:00,09-Oct-2018 - 00:00,32.99,38.12,3.02,82.8,25.41,0.74
647,09-Oct-2018 - 00:00,10-Oct-2018 - 00:00,38.68,37.0,3.33,89.43,29.01,0.71
648,10-Oct-2018 - 00:00,11-Oct-2018 - 00:00,39.04,32.52,4.13,86.1,32.0,0.74
649,11-Oct-2018 - 00:00,12-Oct-2018 - 00:00,29.65,27.34,4.16,65.33,24.64,0.6
650,12-Oct-2018 - 00:00,13-Oct-2018 - 00:00,26.38,17.52,3.38,49.08,27.39,0.89
651,13-Oct-2018 - 00:00,14-Oct-2018 - 00:00,33.4,20.79,4.4,56.24,21.1,0.62
652,14-Oct-2018 - 00:00,15-Oct-2018 - 00:00,50.18,22.65,13.32,87.81,24.22,0.84
653,15-Oct-2018 - 00:00,16-Oct-2018 - 00:00,57.16,34.47,4.27,120.75,28.7,0.82
654,16-Oct-2018 - 00:00,17-Oct-2018 - 00:00,65.88,36.98,4.24,126.96,31.21,0.69
655,17-Oct-2018 - 00:00,18-Oct-2018 - 00:00,60.73,38.84,3.38,125.95,27.03,0.82
656,18-Oct-2018 - 00:00,19-Oct-2018 - 00:00,53.66,49.75,3.09,104.53,22.68,0.75
657,19-Oct-2018 - 00:00,20-Oct-2018 - 00:00,49.04,38.01,2.78,87.72,22.98,0.83
658,20-Oct-2018 - 00:00,21-Oct-2018 - 00:00,45.8,27.77,2.71,95.0,27.37,0.77
659,21-Oct-2018 - 00:00,22-Oct-2018 - 00:00,53.4,30.36,3.0,106.61,27.03,0.76
660,22-Oct-2018 - 00:00,23-Oct-2018 - 00:00,54.15,25.85,3.27,102.96,32.23,0.72
661,23-Oct-2018 - 00:00,24-Oct-2018 - 00:00,57.48,28.02,3.39,106.52,32.05,0.73
662,24-Oct-2018 - 00:00,25-Oct-2018 - 00:00,47.38,33.34,4.12,108.18,30.38,0.78
663,25-Oct-2018 - 00:00,26-Oct-2018 - 00:00,50.41,23.53,7.5,125.91,38.61,0.86
664,26-Oct-2018 - 00:00,27-Oct-2018 - 00:00,34.43,23.03,5.55,94.4,35.47,0.68
665,27-Oct-2018 - 00:00,28-Oct-2018 - 00:00,31.21,23.94,5.72,97.25,37.64,0.77
666,28-Oct-2018 - 00:00,29-Oct-2018 - 00:00,28.14,30.26,6.95,73.53,24.91,0.67
667,29-Oct-2018 - 00:00,30-Oct-2018 - 00:00,33.48,24.6,5.01,98.95,31.69,0.8
668,30-Oct-2018 - 00:00,31-Oct-2018 - 00:00,30.12,29.49,4.95,87.38,33.62,0.64
669,31-Oct-2018 - 00:00,01-Nov-2018 - 00:00,33.84,28.13,12.82,100.0,33.87,0.8
670,01-Nov-2018 - 00:00,02-Nov-2018 - 00:00,29.84,25.92,4.38,88.83,32.35,0.61
671,02-Nov-2018 - 00:00,03-Nov-2018 - 00:00,33.88,28.74,4.25,105.59,33.97,0.78
672,03-Nov-2018 - 00:00,04-Nov-2018 - 00:00,41.26,31.71,3.69,100.59,29.89,0.64
673,04-Nov-2018 - 00:00,05-Nov-2018 - 00:00,60.94,34.27,4.2,128.49,30.08,0.82
674,05-Nov-2018 - 00:00,06-Nov-2018 - 00:00,81.95,33.58,4.01,146.75,38.91,0.87
675,06-Nov-2018 - 00:00,07-Nov-2018 - 00:00,135.9,33.17,4.91,207.57,28.65,0.86
676,07-Nov-2018 - 00:00,08-Nov-2018 - 00:00,287.78,29.12,12.45,304.93,35.39,0.72
677,08-Nov-2018 - 00:00,09-Nov-2018 - 00:00,139.48,27.46,6.64,214.57,33.48,0.66
678,09-Nov-2018 - 00:00,10-Nov-2018 - 00:00,78.11,24.01,4.13,140.84,33.61,0.66
679,10-Nov-2018 - 00:00,11-Nov-2018 - 00:00,47.42,24.57,4.31,101.99,33.91,0.71
680,11-Nov-2018 - 00:00,12-Nov-2018 - 00:00,64.03,25.06,4.08,131.58,31.62,0.87
681,12-Nov-2018 - 00:00,13-Nov-2018 - 00:00,126.17,19.11,5.2,265.6,35.25,1.06
682,13-Nov-2018 - 00:00,14-Nov-2018 - 00:00,69.67,23.33,15.44,172.73,37.21,0.82
683,14-Nov-2018 - 00:00,15-Nov-2018 - 00:00,105.23,26.52,5.85,218.82,42.26,0.89
684,15-Nov-2018 - 00:00,16-Nov-2018 - 00:00,71.83,21.8,9.45,136.84,40.75,0.9
685,16-Nov-2018 - 00:00,17-Nov-2018 - 00:00,104.77,17.77,9.97,186.85,38.77,0.79
686,17-Nov-2018 - 00:00,18-Nov-2018 - 00:00,103.5,26.89,,177.67,43.04,0.86
687,18-Nov-2018 - 00:00,19-Nov-2018 - 00:00,102.19,30.4,46.49,163.66,37.66,0.74
688,19-Nov-2018 - 00:00,20-Nov-2018 - 00:00,76.1,33.52,20.6,151.32,47.23,0.7
689,20-Nov-2018 - 00:00,21-Nov-2018 - 00:00,86.77,30.04,3.95,190.82,45.54,0.91
690,21-Nov-2018 - 00:00,22-Nov-2018 - 00:00,97.75,27.95,4.17,187.26,40.29,0.78
691,22-Nov-2018 - 00:00,23-Nov-2018 - 00:00,81.33,27.51,4.74,164.34,39.22,0.77
692,23-Nov-2018 - 00:00,24-Nov-2018 - 00:00,75.74,22.79,4.65,166.15,41.59,0.89
693,24-Nov-2018 - 00:00,25-Nov-2018 - 00:00,84.67,26.3,4.7,195.12,38.94,0.86
694,25-Nov-2018 - 00:00,26-Nov-2018 - 00:00,72.76,23.3,29.18,147.08,36.51,0.81
695,26-Nov-2018 - 00:00,27-Nov-2018 - 00:00,58.86,21.09,3.63,165.33,41.51,0.65
696,27-Nov-2018 - 00:00,28-Nov-2018 - 00:00,58.25,18.64,3.94,163.92,43.56,0.71
697,28-Nov-2018 - 00:00,29-Nov-2018 - 00:00,49.6,22.36,4.93,134.14,41.24,0.75
698,29-Nov-2018 - 00:00,30-Nov-2018 - 00:00,56.96,26.57,5.06,159.36,42.32,0.76
699,30-Nov-2018 - 00:00,01-Dec-2018 - 00:00,74.45,27.7,5.81,180.03,43.9,0.75
,,,,,,,,
701,02-Dec-2018 - 00:00,03-Dec-2018 - 00:00,68.35,35.35,5.87,132.27,33.84,0.6
702,03-Dec-2018 - 00:00,04-Dec-2018 - 00:00,124.61,39.43,5.13,336.72,58.32,1.64
703,04-Dec-2018 - 00:00,05-Dec-2018 - 00:00,88.82,22.73,4.21,199.86,45.98,0.63
704,05-Dec-2018 - 00:00,06-Dec-2018 - 00:00,88.05,17.74,20.45,186.16,44.03,0.75
705,06-Dec-2018 - 00:00,07-Dec-2018 - 00:00,90.71,24.66,22.14,199.3,42.14,0.92
706,07-Dec-2018 - 00:00,08-Dec-2018 - 00:00,80.02,21.7,30.41,197.16,40.62,0.71
707,08-Dec-2018 - 00:00,09-Dec-2018 - 00:00,79.9,27.51,33.71,182.53,42.36,0.88
708,09-Dec-2018 - 00:00,10-Dec-2018 - 00:00,73.65,28.81,28.11,160.94,39.35,0.88
709,10-Dec-2018 - 00:00,11-Dec-2018 - 00:00,70.15,25.59,24.57,187.63,46.25,0.86
710,11-Dec-2018 - 00:00,12-Dec-2018 - 00:00,55.07,30.41,15.0,161.36,45.95,0.74
711,12-Dec-2018 - 00:00,13-Dec-2018 - 00:00,60.57,25.28,3.98,181.19,47.28,0.89
712,13-Dec-2018 - 00:00,14-Dec-2018 - 00:00,53.32,27.94,4.5,159.92,38.56,0.75
713,14-Dec-2018 - 00:00,15-Dec-2018 - 00:00,46.1,25.68,3.4,153.72,40.12,0.74
714,15-Dec-2018 - 00:00,16-Dec-2018 - 00:00,87.91,26.12,11.86,221.73,50.34,0.93
715,16-Dec-2018 - 00:00,17-Dec-2018 - 00:00,81.04,34.46,4.74,199.37,46.02,0.95
716,17-Dec-2018 - 00:00,18-Dec-2018 - 00:00,89.72,16.53,6.57,278.84,60.68,0.77
717,18-Dec-2018 - 00:00,19-Dec-2018 - 00:00,58.3,13.81,3.08,102.78,44.12,0.79
718,19-Dec-2018 - 00:00,20-Dec-2018 - 00:00,86.11,17.64,3.55,122.09,32.76,0.77
719,20-Dec-2018 - 00:00,21-Dec-2018 - 00:00,91.13,16.07,3.31,189.06,40.43,0.77
720,21-Dec-2018 - 00:00,22-Dec-2018 - 00:00,76.89,21.89,4.05,156.57,38.83,0.84
721,22-Dec-2018 - 00:00,23-Dec-2018 - 00:00,87.99,22.36,3.9,187.54,43.97,0.96
722,23-Dec-2018 - 00:00,24-Dec-2018 - 00:00,75.9,16.37,15.12,180.61,41.04,0.87
723,24-Dec-2018 - 00:00,25-Dec-2018 - 00:00,73.81,24.74,3.3,135.83,34.46,0.65
724,25-Dec-2018 - 00:00,26-Dec-2018 - 00:00,105.28,24.98,4.05,177.51,38.19,0.77
725,26-Dec-2018 - 00:00,27-Dec-2018 - 00:00,120.73,28.84,3.51,223.45,43.81,1.05
726,27-Dec-2018 - 00:00,28-Dec-2018 - 00:00,127.29,27.45,3.46,208.98,45.64,0.71
727,28-Dec-2018 - 00:00,29-Dec-2018 - 00:00,132.15,25.17,4.6,249.45,49.41,0.9
728,29-Dec-2018 - 00:00,30-Dec-2018 - 00:00,105.19,30.42,4.55,230.31,46.29,1.2
729,30-Dec-2018 - 00:00,31-Dec-2018 - 00:00,84.36,30.9,15.82,218.58,47.7,0.88
730,31-Dec-2018 - 00:00,01-Jan-2019 - 00:00,92.22,27.74,3.64,263.97,44.02,0.97
731,01-Jan-2019 - 00:00,02-Jan-2019 - 00:00,109.49,24.86,3.86,269.94,48.6,0.97
732,02-Jan-2019 - 00:00,03-Jan-2019 - 00:00,74.3,28.17,4.45,197.02,45.57,0.98
733,03-Jan-2019 - 00:00,04-Jan-2019 - 00:00,102.14,19.4,29.22,230.1,52.69,1.05
734,04-Jan-2019 - 00:00,05-Jan-2019 - 00:00,150.64,21.74,4.32,393.49,61.81,0.98
735,05-Jan-2019 - 00:00,06-Jan-2019 - 00:00,84.96,30.61,4.07,216.59,46.86,0.82
736,06-Jan-2019 - 00:00,07-Jan-2019 - 00:00,84.44,29.19,3.74,278.0,47.67,0.85
737,07-Jan-2019 - 00:00,08-Jan-2019 - 00:00,105.17,28.0,5.32,330.65,51.17,1.06
738,08-Jan-2019 - 00:00,09-Jan-2019 - 00:00,116.68,21.68,5.1,302.31,57.09,0.86
739,09-Jan-2019 - 00:00,10-Jan-2019 - 00:00,131.87,32.96,4.77,280.78,43.6,1.01
740,10-Jan-2019 - 00:00,11-Jan-2019 - 00:00,169.25,24.03,3.99,361.2,53.24,1.13
741,11-Jan-2019 - 00:00,12-Jan-2019 - 00:00,112.83,30.74,3.86,254.61,51.32,1.09
742,12-Jan-2019 - 00:00,13-Jan-2019 - 00:00,110.03,28.56,4.13,288.85,50.19,0.98
743,13-Jan-2019 - 00:00,14-Jan-2019 - 00:00,83.02,17.62,24.62,248.78,60.35,1.16
744,14-Jan-2019 - 00:00,15-Jan-2019 - 00:00,103.94,36.13,4.46,202.59,42.71,0.66
745,15-Jan-2019 - 00:00,16-Jan-2019 - 00:00,159.75,28.14,4.75,312.72,50.49,1.08
746,16-Jan-2019 - 00:00,17-Jan-2019 - 00:00,173.08,26.99,3.6,351.84,55.76,0.85
747,17-Jan-2019 - 00:00,18-Jan-2019 - 00:00,103.19,25.56,3.86,290.69,56.8,0.87
748,18-Jan-2019 - 00:00,19-Jan-2019 - 00:00,96.77,25.01,12.51,259.9,56.43,1.06
749,19-Jan-2019 - 00:00,20-Jan-2019 - 00:00,99.41,31.27,4.45,211.8,43.41,0.84
750,20-Jan-2019 - 00:00,21-Jan-2019 - 00:00,126.0,29.69,4.37,261.85,48.95,0.97
751,21-Jan-2019 - 00:00,22-Jan-2019 - 00:00,106.34,31.91,4.46,238.68,52.9,0.97
752,22-Jan-2019 - 00:00,23-Jan-2019 - 00:00,107.7,25.52,4.56,277.06,60.63,0.75
753,23-Jan-2019 - 00:00,24-Jan-2019 - 00:00,78.45,28.79,4.36,175.95,48.37,0.72
754,24-Jan-2019 - 00:00,25-Jan-2019 - 00:00,77.01,32.96,5.31,190.51,46.16,1.04
755,25-Jan-2019 - 00:00,26-Jan-2019 - 00:00,89.44,20.15,4.69,203.35,57.86,1.09
756,26-Jan-2019 - 00:00,27-Jan-2019 - 00:00,81.84,28.34,4.39,170.65,39.92,0.66
757,27-Jan-2019 - 00:00,28-Jan-2019 - 00:00,80.58,22.96,28.97,150.38,36.7,0.88
758,28-Jan-2019 - 00:00,29-Jan-2019 - 00:00,92.31,27.41,3.8,159.22,31.68,0.9
759,29-Jan-2019 - 00:00,30-Jan-2019 - 00:00,83.53,40.16,5.63,158.73,22.8,0.82
760,30-Jan-2019 - 00:00,31-Jan-2019 - 00:00,105.74,30.88,4.29,218.01,46.14,1.12
761,31-Jan-2019 - 00:00,01-Feb-2019 - 00:00,100.08,32.31,4.22,228.74,53.5,0.69
762,01-Feb-2019 - 00:00,02-Feb-2019 - 00:00,82.01,28.51,5.58,192.67,51.3,0.72
763,02-Feb-2019 - 00:00,03-Feb-2019 - 00:00,71.74,33.96,4.82,154.42,44.72,0.84
764,03-Feb-2019 - 00:00,04-Feb-2019 - 00:00,107.28,37.33,4.37,253.6,48.91,1.22
765,04-Feb-2019 - 00:00,05-Feb-2019 - 00:00,137.7,36.16,4.57,240.01,47.12,0.92
766,05-Feb-2019 - 00:00,06-Feb-2019 - 00:00,132.54,39.02,4.03,271.99,43.16,0.85
767,06-Feb-2019 - 00:00,07-Feb-2019 - 00:00,140.05,37.65,5.44,281.38,51.23,1.38
768,07-Feb-2019 - 00:00,08-Feb-2019 - 00:00,152.76,33.95,5.04,306.8,59.57,0.83
769,08-Feb-2019 - 00:00,09-Feb-2019 - 00:00,87.75,26.01,3.86,148.63,39.04,0.63
770,09-Feb-2019 - 00:00,10-Feb-2019 - 00:00,45.73,12.65,2.3,87.36,33.99,0.95
771,10-Feb-2019 - 00:00,11-Feb-2019 - 00:00,39.22,29.99,3.61,66.48,26.19,1.01
772,11-Feb-2019 - 00:00,12-Feb-2019 - 00:00,58.57,36.12,3.83,125.59,35.41,1.02
773,12-Feb-2019 - 00:00,13-Feb-2019 - 00:00,72.49,35.72,4.31,189.23,41.29,1.08
774,13-Feb-2019 - 00:00,14-Feb-2019 - 00:00,82.75,37.45,4.4,169.56,44.39,1.11
775,14-Feb-2019 - 00:00,15-Feb-2019 - 00:00,66.23,36.91,4.12,153.39,39.64,0.88
776,15-Feb-2019 - 00:00,16-Feb-2019 - 00:00,108.67,32.85,6.12,195.75,38.14,0.94
777,16-Feb-2019 - 00:00,17-Feb-2019 - 00:00,87.67,30.09,4.23,155.2,27.24,0.84
778,17-Feb-2019 - 00:00,18-Feb-2019 - 00:00,38.53,39.86,4.13,72.19,20.06,0.92
779,18-Feb-2019 - 00:00,19-Feb-2019 - 00:00,88.55,20.26,60.28,166.02,34.25,1.01
780,19-Feb-2019 - 00:00,20-Feb-2019 - 00:00,67.72,29.75,4.28,137.49,37.47,0.91
781,20-Feb-2019 - 00:00,21-Feb-2019 - 00:00,63.14,37.56,3.92,139.72,35.61,0.89
782,21-Feb-2019 - 00:00,22-Feb-2019 - 00:00,56.23,44.32,3.71,127.76,37.15,1.12
783,22-Feb-2019 - 00:00,23-Feb-2019 - 00:00,72.83,34.68,14.85,156.03,43.81,0.99
784,23-Feb-2019 - 00:00,24-Feb-2019 - 00:00,81.08,34.31,4.48,166.91,42.5,0.88
785,24-Feb-2019 - 00:00,25-Feb-2019 - 00:00,65.74,25.97,21.58,148.83,30.41,0.76
786,25-Feb-2019 - 00:00,26-Feb-2019 - 00:00,81.56,46.62,5.49,176.01,48.05,1.22
787,26-Feb-2019 - 00:00,27-Feb-2019 - 00:00,74.7,49.19,4.86,148.26,36.68,0.85
788,27-Feb-2019 - 00:00,28-Feb-2019 - 00:00,50.7,37.58,29.24,95.42,34.01,0.83
789,28-Feb-2019 - 00:00,01-Mar-2019 - 00:00,32.0,26.8,51.89,68.14,36.46,0.94
790,01-Mar-2019 - 00:00,02-Mar-2019 - 00:00,37.27,39.16,3.23,76.89,28.76,1.01
791,02-Mar-2019 - 00:00,03-Mar-2019 - 00:00,69.43,40.03,3.6,138.19,38.0,1.11
792,03-Mar-2019 - 00:00,04-Mar-2019 - 00:00,67.14,38.74,,110.34,33.66,0.81
793,04-Mar-2019 - 00:00,05-Mar-2019 - 00:00,81.44,43.42,,143.06,28.66,1.03
794,05-Mar-2019 - 00:00,06-Mar-2019 - 00:00,74.73,32.09,,137.58,38.42,1.11
795,06-Mar-2019 - 00:00,07-Mar-2019 - 00:00,49.72,51.71,,102.03,22.4,0.83
796,07-Mar-2019 - 00:00,08-Mar-2019 - 00:00,63.9,47.6,2.96,134.02,32.9,1.02
797,08-Mar-2019 - 00:00,09-Mar-2019 - 00:00,74.71,48.73,32.69,151.33,40.95,1.13
798,09-Mar-2019 - 00:00,10-Mar-2019 - 00:00,87.35,46.23,7.54,178.58,47.62,1.24
799,10-Mar-2019 - 00:00,11-Mar-2019 - 00:00,86.05,53.36,34.73,157.85,40.44,1.05
,,,,,,,,
801,12-Mar-2019 - 00:00,13-Mar-2019 - 00:00,91.52,52.65,28.03,177.87,40.34,0.86
802,13-Mar-2019 - 00:00,14-Mar-2019 - 00:00,80.8,51.69,5.77,177.85,33.8,0.94
803,14-Mar-2019 - 00:00,15-Mar-2019 - 00:00,97.87,47.48,29.11,203.45,26.36,1.08
804,15-Mar-2019 - 00:00,16-Mar-2019 - 00:00,93.3,51.86,7.88,206.0,29.51,0.94
805,16-Mar-2019 - 00:00,17-Mar-2019 - 00:00,78.48,59.17,9.93,162.46,24.9,1.0
806,17-Mar-2019 - 00:00,18-Mar-2019 - 00:00,76.96,50.26,22.61,183.74,41.55,1.07
807,18-Mar-2019 - 00:00,19-Mar-2019 - 00:00,88.14,64.83,10.42,207.19,39.41,1.05
808,19-Mar-2019 - 00:00,20-Mar-2019 - 00:00,54.6,53.01,16.75,119.46,38.67,1.24
809,20-Mar-2019 - 00:00,21-Mar-2019 - 00:00,72.95,65.81,43.78,132.86,31.25,0.95
810,21-Mar-2019 - 00:00,22-Mar-2019 - 00:00,98.73,65.12,7.74,171.73,38.2,1.11
811,22-Mar-2019 - 00:00,23-Mar-2019 - 00:00,103.91,69.13,6.33,172.12,24.84,0.99
812,23-Mar-2019 - 00:00,24-Mar-2019 - 00:00,88.4,55.86,5.83,139.86,30.3,1.12
813,24-Mar-2019 - 00:00,25-Mar-2019 - 00:00,122.56,50.2,8.12,232.87,44.03,1.15
814,25-Mar-2019 - 00:00,26-Mar-2019 - 00:00,118.19,56.0,9.04,257.09,45.01,1.03
815,26-Mar-2019 - 00:00,27-Mar-2019 - 00:00,124.75,28.84,5.33,199.47,49.68,1.16
816,27-Mar-2019 - 00:00,28-Mar-2019 - 00:00,57.73,38.23,5.03,130.04,40.22,1.05
817,28-Mar-2019 - 00:00,29-Mar-2019 - 00:00,68.59,40.36,6.73,125.47,48.07,1.23
818,29-Mar-2019 - 00:00,30-Mar-2019 - 00:00,86.46,50.23,5.91,147.11,39.91,0.91
819,30-Mar-2019 - 00:00,31-Mar-2019 - 00:00,76.18,66.61,7.19,144.47,39.79,1.11
820,31-Mar-2019 - 00:00,01-Apr-2019 - 00:00,43.1,50.06,5.15,80.04,24.45,0.82
821,01-Apr-2019 - 00:00,02-Apr-2019 - 00:00,17.59,54.81,4.99,41.29,27.81,0.97
822,02-Apr-2019 - 00:00,03-Apr-2019 - 00:00,35.43,44.29,5.49,80.53,32.76,1.04
823,03-Apr-2019 - 00:00,04-Apr-2019 - 00:00,32.53,63.11,6.14,73.01,18.22,0.94
824,04-Apr-2019 - 00:00,05-Apr-2019 - 00:00,31.4,49.29,6.03,64.35,20.18,1.02
825,05-Apr-2019 - 00:00,06-Apr-2019 - 00:00,21.28,36.36,13.7,64.37,33.97,0.83
826,06-Apr-2019 - 00:00,07-Apr-2019 - 00:00,34.98,35.32,3.97,54.42,37.99,0.87
827,07-Apr-2019 - 00:00,08-Apr-2019 - 00:00,16.2,49.93,4.03,31.02,27.92,0.86
828,08-Apr-2019 - 00:00,09-Apr-2019 - 00:00,26.65,44.08,4.52,55.11,43.16,0.98
829,09-Apr-2019 - 00:00,10-Apr-2019 - 00:00,24.64,52.23,4.14,46.11,28.32,0.97
830,10-Apr-2019 - 00:00,11-Apr-2019 - 00:00,24.05,47.9,5.21,51.82,42.08,1.13
831,11-Apr-2019 - 00:00,12-Apr-2019 - 00:00,36.56,46.56,5.5,81.81,43.42,1.11
832,12-Apr-2019 - 00:00,13-Apr-2019 - 00:00,47.9,44.38,4.54,98.48,38.69,1.17
833,13-Apr-2019 - 00:00,14-Apr-2019 - 00:00,56.61,36.89,4.27,112.89,33.69,1.0
834,14-Apr-2019 - 00:00,15-Apr-2019 - 00:00,19.83,45.38,3.58,46.0,27.38,0.94
835,15-Apr-2019 - 00:00,16-Apr-2019 - 00:00,28.16,42.86,3.21,50.73,30.56,1.02
836,16-Apr-2019 - 00:00,17-Apr-2019 - 00:00,34.22,42.13,3.65,57.43,24.59,1.12
837,17-Apr-2019 - 00:00,18-Apr-2019 - 00:00,35.15,57.62,4.04,57.69,17.48,1.09
838,18-Apr-2019 - 00:00,19-Apr-2019 - 00:00,55.87,38.96,5.06,111.27,24.64,1.15
839,19-Apr-2019 - 00:00,20-Apr-2019 - 00:00,54.9,62.82,5.36,86.03,28.68,0.88
840,20-Apr-2019 - 00:00,21-Apr-2019 - 00:00,44.89,57.22,6.42,91.88,48.86,1.2
841,21-Apr-2019 - 00:00,22-Apr-2019 - 00:00,40.94,73.54,5.44,78.86,22.97,0.77
842,22-Apr-2019 - 00:00,23-Apr-2019 - 00:00,37.29,50.13,4.77,73.82,41.53,1.01
843,23-Apr-2019 - 00:00,24-Apr-2019 - 00:00,38.94,53.24,8.27,76.28,46.04,1.17
844,24-Apr-2019 - 00:00,25-Apr-2019 - 00:00,40.73,58.59,6.28,84.88,36.88,1.07
845,25-Apr-2019 - 00:00,26-Apr-2019 - 00:00,64.47,46.01,5.7,122.29,40.67,1.14
846,26-Apr-2019 - 00:00,27-Apr-2019 - 00:00,43.15,53.1,4.51,69.12,31.07,0.95
847,27-Apr-2019 - 00:00,28-Apr-2019 - 00:00,43.35,42.53,4.46,79.12,39.9,0.95
848,28-Apr-2019 - 00:00,29-Apr-2019 - 00:00,39.59,36.45,3.48,59.38,25.48,1.03
849,29-Apr-2019 - 00:00,30-Apr-2019 - 00:00,34.7,35.67,3.45,57.78,27.22,1.16
850,30-Apr-2019 - 00:00,01-May-2019 - 00:00,26.53,32.14,3.47,46.4,25.08,1.16
851,01-May-2019 - 00:00,02-May-2019 - 00:00,29.38,30.21,3.76,47.46,25.4,0.98
852,02-May-2019 - 00:00,03-May-2019 - 00:00,27.95,38.39,3.43,44.41,27.94,1.02
853,03-May-2019 - 00:00,04-May-2019 - 00:00,20.77,30.5,3.32,38.33,27.63,1.04
854,04-May-2019 - 00:00,05-May-2019 - 00:00,16.97,26.68,3.62,27.94,17.89,1.11
855,05-May-2019 - 00:00,06-May-2019 - 00:00,55.18,28.04,3.97,66.23,27.92,0.87
856,06-May-2019 - 00:00,07-May-2019 - 00:00,47.09,44.92,4.01,95.27,45.09,1.1
857,07-May-2019 - 00:00,08-May-2019 - 00:00,56.36,47.84,3.72,116.23,27.33,0.95
858,08-May-2019 - 00:00,09-May-2019 - 00:00,42.75,48.5,3.94,79.2,27.52,1.03
859,09-May-2019 - 00:00,10-May-2019 - 00:00,44.97,36.41,3.85,93.35,26.28,1.1
860,10-May-2019 - 00:00,11-May-2019 - 00:00,47.86,31.28,3.44,99.19,26.92,1.19
861,11-May-2019 - 00:00,12-May-2019 - 00:00,45.24,29.69,3.55,103.72,31.38,1.08
862,12-May-2019 - 00:00,13-May-2019 - 00:00,48.01,40.11,3.78,95.44,25.34,0.95
863,13-May-2019 - 00:00,14-May-2019 - 00:00,43.19,45.41,3.69,81.68,35.98,1.14
864,14-May-2019 - 00:00,15-May-2019 - 00:00,36.83,37.0,3.51,73.13,32.51,0.93
865,15-May-2019 - 00:00,16-May-2019 - 00:00,28.29,37.44,3.56,54.9,33.46,0.94
866,16-May-2019 - 00:00,17-May-2019 - 00:00,35.16,26.61,3.42,52.4,36.7,0.98
867,17-May-2019 - 00:00,18-May-2019 - 00:00,30.99,29.67,3.48,59.43,31.59,1.11
868,18-May-2019 - 00:00,19-May-2019 - 00:00,35.49,34.54,3.16,70.44,15.54,1.04
869,19-May-2019 - 00:00,20-May-2019 - 00:00,36.82,32.91,3.3,74.48,11.72,1.03
870,20-May-2019 - 00:00,21-May-2019 - 00:00,45.03,43.03,3.48,83.55,19.21,0.92
871,21-May-2019 - 00:00,22-May-2019 - 00:00,32.96,38.03,3.22,59.2,30.97,0.96
872,22-May-2019 - 00:00,23-May-2019 - 00:00,33.61,38.13,3.38,59.11,19.39,0.96
873,23-May-2019 - 00:00,24-May-2019 - 00:00,17.64,46.59,3.45,30.32,6.82,0.98
874,24-May-2019 - 00:00,25-May-2019 - 00:00,17.46,41.92,3.58,29.94,15.32,0.99
875,25-May-2019 - 00:00,26-May-2019 - 00:00,15.63,40.46,3.59,32.96,22.74,0.9
876,26-May-2019 - 00:00,27-May-2019 - 00:00,24.22,32.04,3.22,44.78,21.57,0.94
877,27-May-2019 - 00:00,28-May-2019 - 00:00,35.9,44.9,3.27,76.92,25.1,0.82
878,28-May-2019 - 00:00,29-May-2019 - 00:00,25.62,46.17,3.22,46.91,19.48,1.1
879,29-May-2019 - 00:00,30-May-2019 - 00:00,23.13,46.8,3.35,49.78,24.4,1.15
880,30-May-2019 - 00:00,31-May-2019 - 00:00,30.52,52.6,3.6,56.78,29.35,1.08
881,31-May-2019 - 00:00,01-Jun-2019 - 00:00,27.09,56.36,4.01,52.8,27.39,1.08
882,01-Jun-2019 - 00:00,02-Jun-2019 - 00:00,29.35,49.29,4.58,62.5,33.48,1.17
883,02-Jun-2019 - 00:00,03-Jun-2019 - 00:00,31.96,40.93,4.02,67.37,26.82,1.0
884,03-Jun-2019 - 00:00,04-Jun-2019 - 00:00,30.83,32.58,4.12,57.18,28.01,0.95
