S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
554,08-Jul-2018 - 00:00,09-Jul-2018 - 00:00,,10.39,53.49,54.22,59.3,0.56
555,09-Jul-2018 - 00:00,10-Jul-2018 - 00:00,,9.7,12.44,129.11,59.53,0.33
556,10-Jul-2018 - 00:00,11-Jul-2018 - 00:00,,7.85,11.42,80.79,60.08,0.68
557,11-Jul-2018 - 00:00,12-Jul-2018 - 00:00,,10.39,12.64,93.68,59.88,0.93
558,12-Jul-2018 - 00:00,13-Jul-2018 - 00:00,,8.92,15.18,90.72,60.35,0.78
559,13-Jul-2018 - 00:00,14-Jul-2018 - 00:00,,8.54,15.19,76.4,60.34,0.65
560,14-Jul-2018 - 00:00,15-Jul-2018 - 00:00,,6.86,15.29,78.34,60.63,0.47
561,15-Jul-2018 - 00:00,16-Jul-2018 - 00:00,,7.93,15.69,34.48,59.22,0.99
562,16-Jul-2018 - 00:00,17-Jul-2018 - 00:00,,9.45,15.58,23.36,44.3,0.21
563,17-Jul-2018 - 00:00,18-Jul-2018 - 00:00,,10.04,15.98,70.07,30.19,0.68
564,18-Jul-2018 - 00:00,19-Jul-2018 - 00:00,,8.06,15.97,67.36,30.38,1.11
565,19-Jul-2018 - 00:00,20-Jul-2018 - 00:00,,9.37,15.86,80.31,29.92,0.83
566,20-Jul-2018 - 00:00,21-Jul-2018 - 00:00,,8.69,16.69,132.84,29.27,1.15
567,21-Jul-2018 - 00:00,22-Jul-2018 - 00:00,,9.22,14.95,31.09,29.54,0.32
568,22-Jul-2018 - 00:00,23-Jul-2018 - 00:00,,8.1,37.68,36.03,29.88,0.39
569,23-Jul-2018 - 00:00,24-Jul-2018 - 00:00,,6.23,34.27,69.42,29.26,0.83
570,24-Jul-2018 - 00:00,25-Jul-2018 - 00:00,,8.17,14.22,99.58,33.06,0.6
571,25-Jul-2018 - 00:00,26-Jul-2018 - 00:00,,5.96,14.88,132.95,35.09,1.2
572,26-Jul-2018 - 00:00,27-Jul-2018 - 00:00,,3.71,15.24,130.83,33.53,0.53
573,27-Jul-2018 - 00:00,28-Jul-2018 - 00:00,,4.91,14.88,98.09,32.9,0.96
574,28-Jul-2018 - 00:00,29-Jul-2018 - 00:00,,6.09,14.05,157.85,31.5,1.03
575,29-Jul-2018 - 00:00,30-Jul-2018 - 00:00,,0.48,11.76,110.04,35.56,0.96
576,30-Jul-2018 - 00:00,31-Jul-2018 - 00:00,,12.3,16.15,203.4,30.66,0.74
577,31-Jul-2018 - 00:00,01-Aug-2018 - 00:00,,7.51,14.22,143.17,30.21,0.77
578,01-Aug-2018 - 00:00,02-Aug-2018 - 00:00,,5.38,13.24,146.56,29.66,0.32
579,02-Aug-2018 - 00:00,03-Aug-2018 - 00:00,,7.31,11.91,93.02,29.48,1.06
580,03-Aug-2018 - 00:00,04-Aug-2018 - 00:00,,6.35,11.8,149.73,30.23,0.95
581,04-Aug-2018 - 00:00,05-Aug-2018 - 00:00,,6.67,12,184.94,31.16,0.8
582,05-Aug-2018 - 00:00,06-Aug-2018 - 00:00,,6.49,11.5,166.43,29.66,0.69
583,06-Aug-2018 - 00:00,07-Aug-2018 - 00:00,,7.79,11.53,106.01,28.89,0.68
584,07-Aug-2018 - 00:00,08-Aug-2018 - 00:00,,8.64,12.43,48.59,29.59,0.5
585,08-Aug-2018 - 00:00,09-Aug-2018 - 00:00,,9.38,12.77,74.5,29.38,0.79
586,09-Aug-2018 - 00:00,10-Aug-2018 - 00:00,,8.62,13.6,93.75,30.56,1.01
587,10-Aug-2018 - 00:00,11-Aug-2018 - 00:00,,10.27,14.7,131.15,29.82,1.1
588,11-Aug-2018 - 00:00,12-Aug-2018 - 00:00,,12.63,16.3,115.23,38.51,0.84
589,12-Aug-2018 - 00:00,13-Aug-2018 - 00:00,,9.94,14.89,104.96,38.01,0.6
590,13-Aug-2018 - 00:00,14-Aug-2018 - 00:00,,6.63,52.21,73.65,38.28,0.63
591,14-Aug-2018 - 00:00,15-Aug-2018 - 00:00,,9.08,15.97,48.18,35.35,0.5
592,15-Aug-2018 - 00:00,16-Aug-2018 - 00:00,,7.7,15.31,31.82,33.39,0.39
593,16-Aug-2018 - 00:00,17-Aug-2018 - 00:00,,6.61,15.35,65.44,30.31,0.94
594,17-Aug-2018 - 00:00,18-Aug-2018 - 00:00,,7.86,16.54,84.29,29.69,0.67
595,18-Aug-2018 - 00:00,19-Aug-2018 - 00:00,,9.56,17.39,109.25,29.6,0.5
596,19-Aug-2018 - 00:00,20-Aug-2018 - 00:00,,10.25,16,2.94,29.96,0.5
597,20-Aug-2018 - 00:00,21-Aug-2018 - 00:00,,5.02,17.71,6.49,29.83,0.44
598,21-Aug-2018 - 00:00,22-Aug-2018 - 00:00,,4.37,16.72,,29.84,0.88
599,22-Aug-2018 - 00:00,23-Aug-2018 - 00:00,,5.82,16.6,,29.66,1.13
,,,,,,,,
601,24-Aug-2018 - 00:00,25-Aug-2018 - 00:00,,8.96,17.93,,29.67,0.72
602,25-Aug-2018 - 00:00,26-Aug-2018 - 00:00,,7.04,14.97,,30.01,0.77
603,26-Aug-2018 - 00:00,27-Aug-2018 - 00:00,,6.5,13.26,,30.18,0.6
604,27-Aug-2018 - 00:00,28-Aug-2018 - 00:00,,5.94,11.85,,29.08,0.75
605,28-Aug-2018 - 00:00,29-Aug-2018 - 00:00,,5.45,12.53,,30.39,0.74
606,29-Aug-2018 - 00:00,30-Aug-2018 - 00:00,,4.7,14.56,,29.04,1.13
607,30-Aug-2018 - 00:00,31-Aug-2018 - 00:00,,5.64,13.74,,29.76,0.77
608,31-Aug-2018 - 00:00,01-Sep-2018 - 00:00,,6.19,,,29.27,0.7
609,01-Sep-2018 - 00:00,02-Sep-2018 - 00:00,,8.65,,,29.94,0.88
610,02-Sep-2018 - 00:00,03-Sep-2018 - 00:00,,5.52,,,29.28,0.8
611,03-Sep-2018 - 00:00,04-Sep-2018 - 00:00,,7.5,,,29.29,0.47
612,04-Sep-2018 - 00:00,05-Sep-2018 - 00:00,,4.42,,,30,0.77
613,05-Sep-2018 - 00:00,06-Sep-2018 - 00:00,,5.91,,31.32,28.47,0.77
614,06-Sep-2018 - 00:00,07-Sep-2018 - 00:00,,6.32,,13.88,29.01,0.47
615,07-Sep-2018 - 00:00,08-Sep-2018 - 00:00,,7.37,,31.77,29.08,0.74
616,08-Sep-2018 - 00:00,09-Sep-2018 - 00:00,,5.87,,71.22,29.25,1.36
617,09-Sep-2018 - 00:00,10-Sep-2018 - 00:00,,8.77,,40.35,28.87,0.66
618,10-Sep-2018 - 00:00,11-Sep-2018 - 00:00,,5.84,,63.48,35.49,0.75
619,11-Sep-2018 - 00:00,12-Sep-2018 - 00:00,,6.07,,72.58,39.39,0.86
620,12-Sep-2018 - 00:00,13-Sep-2018 - 00:00,,6.57,,80.61,39.1,0.77
621,13-Sep-2018 - 00:00,14-Sep-2018 - 00:00,,7.51,,85.11,39.76,0.44
622,14-Sep-2018 - 00:00,15-Sep-2018 - 00:00,,6.73,,85.69,36.06,0.36
623,15-Sep-2018 - 00:00,16-Sep-2018 - 00:00,,4.88,,61.39,30.04,0.71
624,16-Sep-2018 - 00:00,17-Sep-2018 - 00:00,,6.44,,83.69,29.88,1.06
625,17-Sep-2018 - 00:00,18-Sep-2018 - 00:00,,8.79,,98.81,28.93,0.9
626,18-Sep-2018 - 00:00,19-Sep-2018 - 00:00,,8.11,,106.13,29.46,0.83
627,19-Sep-2018 - 00:00,20-Sep-2018 - 00:00,,16.67,,90.74,29.93,0.46
628,20-Sep-2018 - 00:00,21-Sep-2018 - 00:00,,5.84,,33.1,29.15,0.49
629,21-Sep-2018 - 00:00,22-Sep-2018 - 00:00,,4.18,,30.71,29.38,0.41
630,22-Sep-2018 - 00:00,23-Sep-2018 - 00:00,,5.06,,55.29,29.82,0.76
631,23-Sep-2018 - 00:00,24-Sep-2018 - 00:00,,6.95,,52.73,32.58,0.42
632,24-Sep-2018 - 00:00,25-Sep-2018 - 00:00,,6.8,,128.8,29.19,0.81
633,25-Sep-2018 - 00:00,26-Sep-2018 - 00:00,,10.2,,101.97,30.01,0.85
634,26-Sep-2018 - 00:00,27-Sep-2018 - 00:00,,6.55,,93.36,28.96,1.13
635,27-Sep-2018 - 00:00,28-Sep-2018 - 00:00,,10.28,,90.35,29.57,0.73
636,28-Sep-2018 - 00:00,29-Sep-2018 - 00:00,,9.24,,120.64,28.9,1.02
637,29-Sep-2018 - 00:00,30-Sep-2018 - 00:00,,12.55,,115.04,29.57,0.45
638,30-Sep-2018 - 00:00,01-Oct-2018 - 00:00,,14.14,,129.24,28.51,0.88
639,01-Oct-2018 - 00:00,02-Oct-2018 - 00:00,,11.01,,112.61,29.16,0.71
640,02-Oct-2018 - 00:00,03-Oct-2018 - 00:00,,10.64,,121.08,28.65,0.85
641,03-Oct-2018 - 00:00,04-Oct-2018 - 00:00,,12.99,,146.28,30.31,1.19
642,04-Oct-2018 - 00:00,05-Oct-2018 - 00:00,,12.2,,121.73,28.96,1.05
643,05-Oct-2018 - 00:00,06-Oct-2018 - 00:00,,8.76,,96.9,35,0.58
644,06-Oct-2018 - 00:00,07-Oct-2018 - 00:00,,13.05,,108.87,42.33,0.75
645,07-Oct-2018 - 00:00,08-Oct-2018 - 00:00,,8.79,,137.56,46.4,1.09
646,08-Oct-2018 - 00:00,09-Oct-2018 - 00:00,,11.81,,186.98,47.96,1.36
647,09-Oct-2018 - 00:00,10-Oct-2018 - 00:00,,13.2,,117.95,57.89,1.17
648,10-Oct-2018 - 00:00,11-Oct-2018 - 00:00,,4.8,,61.65,57.75,0.67
649,11-Oct-2018 - 00:00,12-Oct-2018 - 00:00,,3.37,,18.91,59.78,0.63
650,12-Oct-2018 - 00:00,13-Oct-2018 - 00:00,,2.34,,23.42,58.83,0.48
651,13-Oct-2018 - 00:00,14-Oct-2018 - 00:00,,0.66,,30.01,59.32,0.64
652,14-Oct-2018 - 00:00,15-Oct-2018 - 00:00,,6.87,,162.45,58.71,1.07
653,15-Oct-2018 - 00:00,16-Oct-2018 - 00:00,,7.09,,114.91,69.95,1.14
654,16-Oct-2018 - 00:00,17-Oct-2018 - 00:00,,5.24,,151.24,119.51,1.4
655,17-Oct-2018 - 00:00,18-Oct-2018 - 00:00,,8.33,,181.6,120.21,1.53
656,18-Oct-2018 - 00:00,19-Oct-2018 - 00:00,,11.72,,182.45,118.47,1.19
657,19-Oct-2018 - 00:00,20-Oct-2018 - 00:00,,11.49,,152.64,118.5,1.57
658,20-Oct-2018 - 00:00,21-Oct-2018 - 00:00,,9.22,8.4,133.47,99.94,1.13
659,21-Oct-2018 - 00:00,22-Oct-2018 - 00:00,,7.57,11.88,134.63,79.08,1.3
660,22-Oct-2018 - 00:00,23-Oct-2018 - 00:00,,11.14,11.46,174.62,78.96,1.26
661,23-Oct-2018 - 00:00,24-Oct-2018 - 00:00,,9.42,11.96,145.4,78.42,0.96
662,24-Oct-2018 - 00:00,25-Oct-2018 - 00:00,,15.13,12.26,102.96,78.13,0.7
663,25-Oct-2018 - 00:00,26-Oct-2018 - 00:00,,17.85,12.92,166.96,79.36,1.02
664,26-Oct-2018 - 00:00,27-Oct-2018 - 00:00,,14.51,12.2,135.96,78.38,0.63
665,27-Oct-2018 - 00:00,28-Oct-2018 - 00:00,,14.7,11.16,118.14,78.42,1.02
666,28-Oct-2018 - 00:00,29-Oct-2018 - 00:00,,16.38,10.78,114.35,79.82,0.67
667,29-Oct-2018 - 00:00,30-Oct-2018 - 00:00,,12.16,12.42,76.19,78.02,0.61
668,30-Oct-2018 - 00:00,31-Oct-2018 - 00:00,,13.33,12.44,54.23,78.88,0.39
669,31-Oct-2018 - 00:00,01-Nov-2018 - 00:00,,14.49,10.99,53.59,79.69,0.54
670,01-Nov-2018 - 00:00,02-Nov-2018 - 00:00,,29.62,10.96,68.33,77.16,0.85
671,02-Nov-2018 - 00:00,03-Nov-2018 - 00:00,,30.43,10.02,73.49,60.98,0.69
672,03-Nov-2018 - 00:00,04-Nov-2018 - 00:00,,22.07,11.16,146.2,59.12,1.07
673,04-Nov-2018 - 00:00,05-Nov-2018 - 00:00,,19.68,11.59,148.92,60.35,0.95
674,05-Nov-2018 - 00:00,06-Nov-2018 - 00:00,,22.41,9.88,135.49,57.7,0.76
675,06-Nov-2018 - 00:00,07-Nov-2018 - 00:00,,23.9,8.63,150.85,64.24,0.95
676,07-Nov-2018 - 00:00,08-Nov-2018 - 00:00,,37.14,8.97,141.99,70.88,0.77
677,08-Nov-2018 - 00:00,09-Nov-2018 - 00:00,,57.67,11.49,146.76,69,0.84
678,09-Nov-2018 - 00:00,10-Nov-2018 - 00:00,,,11.58,142.87,,1.14
679,10-Nov-2018 - 00:00,11-Nov-2018 - 00:00,,,10.31,142.54,,0.85
680,11-Nov-2018 - 00:00,12-Nov-2018 - 00:00,,,60.48,102.12,,0.61
681,12-Nov-2018 - 00:00,13-Nov-2018 - 00:00,,,62.91,158.38,,0.9
682,13-Nov-2018 - 00:00,14-Nov-2018 - 00:00,,,15.3,157.25,,1.12
683,14-Nov-2018 - 00:00,15-Nov-2018 - 00:00,,,13.18,281.98,,1.39
684,15-Nov-2018 - 00:00,16-Nov-2018 - 00:00,,,14.13,188.81,,1.19
685,16-Nov-2018 - 00:00,17-Nov-2018 - 00:00,,,6.22,191.16,,0.64
686,17-Nov-2018 - 00:00,18-Nov-2018 - 00:00,,42.67,10.87,113.79,,0.03
687,18-Nov-2018 - 00:00,19-Nov-2018 - 00:00,,0.97,5.77,999.99,,2.12
688,19-Nov-2018 - 00:00,20-Nov-2018 - 00:00,,6.71,8.95,239.55,,0.84
689,20-Nov-2018 - 00:00,21-Nov-2018 - 00:00,,8.06,10.7,174.18,,0.78
690,21-Nov-2018 - 00:00,22-Nov-2018 - 00:00,,6.15,10.65,179,,1.14
691,22-Nov-2018 - 00:00,23-Nov-2018 - 00:00,,5.84,8.99,155.16,,1.04
692,23-Nov-2018 - 00:00,24-Nov-2018 - 00:00,,3.33,7.82,187.4,,1.54
693,24-Nov-2018 - 00:00,25-Nov-2018 - 00:00,,,,,,0
694,25-Nov-2018 - 00:00,26-Nov-2018 - 00:00,,,3.78,137.1,,0.93
695,26-Nov-2018 - 00:00,27-Nov-2018 - 00:00,,,10.02,149.63,,0.88
696,27-Nov-2018 - 00:00,28-Nov-2018 - 00:00,,,10.27,107.07,,0.55
697,28-Nov-2018 - 00:00,29-Nov-2018 - 00:00,,,10.5,112.26,,0.6
698,29-Nov-2018 - 00:00,30-Nov-2018 - 00:00,,,10.84,81.06,,0.58
699,30-Nov-2018 - 00:00,01-Dec-2018 - 00:00,,,14.63,135.96,,0.69
,,,,,,,,
701,02-Dec-2018 - 00:00,03-Dec-2018 - 00:00,,,1.59,145.71,,1.26
702,03-Dec-2018 - 00:00,04-Dec-2018 - 00:00,,,9.17,154.6,,0.8
703,04-Dec-2018 - 00:00,05-Dec-2018 - 00:00,,,13.16,198.12,,1.26
704,05-Dec-2018 - 00:00,06-Dec-2018 - 00:00,,,14.8,186.18,,1.02
705,06-Dec-2018 - 00:00,07-Dec-2018 - 00:00,,,10.65,212.49,,1.07
706,07-Dec-2018 - 00:00,08-Dec-2018 - 00:00,,,8.67,205.17,,1.25
707,08-Dec-2018 - 00:00,09-Dec-2018 - 00:00,,,9.64,201.83,,1.27
708,09-Dec-2018 - 00:00,10-Dec-2018 - 00:00,,,8.67,215.4,,1.29
709,10-Dec-2018 - 00:00,11-Dec-2018 - 00:00,,,8.44,198.97,,1.3
710,11-Dec-2018 - 00:00,12-Dec-2018 - 00:00,,,9.61,201.07,,1.58
711,12-Dec-2018 - 00:00,13-Dec-2018 - 00:00,,,9.52,205.97,,1.31
712,13-Dec-2018 - 00:00,14-Dec-2018 - 00:00,,,8.84,165.27,,1.04
713,14-Dec-2018 - 00:00,15-Dec-2018 - 00:00,,,7.9,166.57,,1.03
714,15-Dec-2018 - 00:00,16-Dec-2018 - 00:00,,,57.1,153.87,,0.81
715,16-Dec-2018 - 00:00,17-Dec-2018 - 00:00,,,98.82,132.61,,0.79
716,17-Dec-2018 - 00:00,18-Dec-2018 - 00:00,,,7.1,155.05,,1.01
717,18-Dec-2018 - 00:00,19-Dec-2018 - 00:00,,,12.06,63.95,,0.84
718,19-Dec-2018 - 00:00,20-Dec-2018 - 00:00,,,14.79,80.68,,0.67
719,20-Dec-2018 - 00:00,21-Dec-2018 - 00:00,,,11.32,150.94,,1.25
720,21-Dec-2018 - 00:00,22-Dec-2018 - 00:00,,,9.06,201.33,,1.72
721,22-Dec-2018 - 00:00,23-Dec-2018 - 00:00,,,7.94,218.95,,1.18
722,23-Dec-2018 - 00:00,24-Dec-2018 - 00:00,,,6.4,196.73,,0.95
723,24-Dec-2018 - 00:00,25-Dec-2018 - 00:00,,,7.04,178.71,,1.1
724,25-Dec-2018 - 00:00,26-Dec-2018 - 00:00,,,7.78,211.28,,1.33
725,26-Dec-2018 - 00:00,27-Dec-2018 - 00:00,,,8.61,180.4,,1.18
726,27-Dec-2018 - 00:00,28-Dec-2018 - 00:00,,,14.22,192.22,,0.97
727,28-Dec-2018 - 00:00,29-Dec-2018 - 00:00,,,12.73,170.14,,0.83
728,29-Dec-2018 - 00:00,30-Dec-2018 - 00:00,,,8.81,188.35,,1.27
729,30-Dec-2018 - 00:00,31-Dec-2018 - 00:00,,,7.06,207.38,,0.82
730,31-Dec-2018 - 00:00,01-Jan-2019 - 00:00,,,7.7,178.83,,1.07
731,01-Jan-2019 - 00:00,02-Jan-2019 - 00:00,,,7,91.59,,0.74
732,02-Jan-2019 - 00:00,03-Jan-2019 - 00:00,,,7.34,69.54,,1.24
733,03-Jan-2019 - 00:00,04-Jan-2019 - 00:00,,,8.95,79.07,,1.79
734,04-Jan-2019 - 00:00,05-Jan-2019 - 00:00,,,7.04,61.76,,1.53
735,05-Jan-2019 - 00:00,06-Jan-2019 - 00:00,,,7.41,95.87,,0.66
736,06-Jan-2019 - 00:00,07-Jan-2019 - 00:00,,,7.62,139.13,,0.86
737,07-Jan-2019 - 00:00,08-Jan-2019 - 00:00,,,10.99,91.21,,1.26
738,08-Jan-2019 - 00:00,09-Jan-2019 - 00:00,,,12.55,68.35,,0.94
739,09-Jan-2019 - 00:00,10-Jan-2019 - 00:00,,,12.46,55.12,,1.11
740,10-Jan-2019 - 00:00,11-Jan-2019 - 00:00,,,13.05,58.05,,0.99
741,11-Jan-2019 - 00:00,12-Jan-2019 - 00:00,,,10.09,141.41,,1.12
742,12-Jan-2019 - 00:00,13-Jan-2019 - 00:00,,,8.64,53.82,,1.23
743,13-Jan-2019 - 00:00,14-Jan-2019 - 00:00,,,7.92,115.81,,1.15
744,14-Jan-2019 - 00:00,15-Jan-2019 - 00:00,,,11.42,135.6,,1.52
745,15-Jan-2019 - 00:00,16-Jan-2019 - 00:00,,,10.81,32.46,,0.88
746,16-Jan-2019 - 00:00,17-Jan-2019 - 00:00,,,8.15,104.27,,0.96
747,17-Jan-2019 - 00:00,18-Jan-2019 - 00:00,,,7.28,200.96,,1.14
748,18-Jan-2019 - 00:00,19-Jan-2019 - 00:00,,,8.27,92.59,,1.13
749,19-Jan-2019 - 00:00,20-Jan-2019 - 00:00,,,9.62,74.48,,1.08
750,20-Jan-2019 - 00:00,21-Jan-2019 - 00:00,,,7.67,54.93,,0.78
751,21-Jan-2019 - 00:00,22-Jan-2019 - 00:00,,,9.64,64.9,,1.49
752,22-Jan-2019 - 00:00,23-Jan-2019 - 00:00,,,8.39,52.84,,1.89
753,23-Jan-2019 - 00:00,24-Jan-2019 - 00:00,,,9.64,102.54,,1.29
754,24-Jan-2019 - 00:00,25-Jan-2019 - 00:00,,,7.84,155.42,,1.01
755,25-Jan-2019 - 00:00,26-Jan-2019 - 00:00,,,7.57,130.74,,0.64
756,26-Jan-2019 - 00:00,27-Jan-2019 - 00:00,,,8.52,92.82,,0.75
757,27-Jan-2019 - 00:00,28-Jan-2019 - 00:00,,,9.5,53.35,,0.57
758,28-Jan-2019 - 00:00,29-Jan-2019 - 00:00,,,77.53,34.02,,0.67
759,29-Jan-2019 - 00:00,30-Jan-2019 - 00:00,,,100.32,30.51,,0.69
760,30-Jan-2019 - 00:00,31-Jan-2019 - 00:00,,,8.24,,,0.69
761,31-Jan-2019 - 00:00,01-Feb-2019 - 00:00,,,8.51,,,0.95
762,01-Feb-2019 - 00:00,02-Feb-2019 - 00:00,,,5.76,,,1.04
763,02-Feb-2019 - 00:00,03-Feb-2019 - 00:00,,,8.34,,,1.28
764,03-Feb-2019 - 00:00,04-Feb-2019 - 00:00,,,9.89,,,1.12
765,04-Feb-2019 - 00:00,05-Feb-2019 - 00:00,,,12.54,,,0.86
766,05-Feb-2019 - 00:00,06-Feb-2019 - 00:00,,,12.05,,,0.95
767,06-Feb-2019 - 00:00,07-Feb-2019 - 00:00,,,11.83,,,1.09
768,07-Feb-2019 - 00:00,08-Feb-2019 - 00:00,,,15.79,,,0.94
769,08-Feb-2019 - 00:00,09-Feb-2019 - 00:00,,,11.42,,,1.05
770,09-Feb-2019 - 00:00,10-Feb-2019 - 00:00,,,11.46,,,0.91
771,10-Feb-2019 - 00:00,11-Feb-2019 - 00:00,,,10.34,,,0.41
772,11-Feb-2019 - 00:00,12-Feb-2019 - 00:00,,,10.28,,,0.91
773,12-Feb-2019 - 00:00,13-Feb-2019 - 00:00,,,,,,
774,13-Feb-2019 - 00:00,14-Feb-2019 - 00:00,,,13.8,,,0.72
775,14-Feb-2019 - 00:00,15-Feb-2019 - 00:00,,,16.54,,,0.75
776,15-Feb-2019 - 00:00,16-Feb-2019 - 00:00,,,10.49,,,1.02
777,16-Feb-2019 - 00:00,17-Feb-2019 - 00:00,,,10.61,,,0.61
778,17-Feb-2019 - 00:00,18-Feb-2019 - 00:00,,,6.56,,,0.68
779,18-Feb-2019 - 00:00,19-Feb-2019 - 00:00,,,8.6,,,0.94
780,19-Feb-2019 - 00:00,20-Feb-2019 - 00:00,,,11.44,,,0.79
781,20-Feb-2019 - 00:00,21-Feb-2019 - 00:00,,,11.57,,,0.8
782,21-Feb-2019 - 00:00,22-Feb-2019 - 00:00,,,11.72,,,1.27
783,22-Feb-2019 - 00:00,23-Feb-2019 - 00:00,,,15.07,,,1
784,23-Feb-2019 - 00:00,24-Feb-2019 - 00:00,,,21.28,,,1.23
785,24-Feb-2019 - 00:00,25-Feb-2019 - 00:00,,,8.72,,,0.78
786,25-Feb-2019 - 00:00,26-Feb-2019 - 00:00,,,10.31,,,0.63
787,26-Feb-2019 - 00:00,27-Feb-2019 - 00:00,,,12.23,,,0.66
788,27-Feb-2019 - 00:00,28-Feb-2019 - 00:00,,,12.35,,,0.62
789,28-Feb-2019 - 00:00,01-Mar-2019 - 00:00,,,11.71,,,0.82
790,01-Mar-2019 - 00:00,02-Mar-2019 - 00:00,,,11.32,,,0.94
791,02-Mar-2019 - 00:00,03-Mar-2019 - 00:00,,,9.62,,,0.9
792,03-Mar-2019 - 00:00,04-Mar-2019 - 00:00,,,8.45,,,0.96
793,04-Mar-2019 - 00:00,05-Mar-2019 - 00:00,,,10.15,,,1.06
794,05-Mar-2019 - 00:00,06-Mar-2019 - 00:00,,,10.75,,,0.67
795,06-Mar-2019 - 00:00,07-Mar-2019 - 00:00,,,7.93,,,0.76
796,07-Mar-2019 - 00:00,08-Mar-2019 - 00:00,,,11.34,,,0.89
797,08-Mar-2019 - 00:00,09-Mar-2019 - 00:00,,,11.03,,,1.06
798,09-Mar-2019 - 00:00,10-Mar-2019 - 00:00,,,12.53,,,0.9
799,10-Mar-2019 - 00:00,11-Mar-2019 - 00:00,,,12.98,,,0.67
,,,,,,,,
801,12-Mar-2019 - 00:00,13-Mar-2019 - 00:00,,,15.29,,,1.09
802,13-Mar-2019 - 00:00,14-Mar-2019 - 00:00,,,13.07,,,0.86
803,14-Mar-2019 - 00:00,15-Mar-2019 - 00:00,,,14.89,,,1.25
804,15-Mar-2019 - 00:00,16-Mar-2019 - 00:00,,,17.15,,,0.81
805,16-Mar-2019 - 00:00,17-Mar-2019 - 00:00,,,11.13,,,0.83
806,17-Mar-2019 - 00:00,18-Mar-2019 - 00:00,,,11.67,,,0.82
807,18-Mar-2019 - 00:00,19-Mar-2019 - 00:00,,,12.85,,,0.8
808,19-Mar-2019 - 00:00,20-Mar-2019 - 00:00,,,12.76,,,0.84
809,20-Mar-2019 - 00:00,21-Mar-2019 - 00:00,,,13.47,2.62,,1.28
810,21-Mar-2019 - 00:00,22-Mar-2019 - 00:00,,,14.46,4.44,,0.96
811,22-Mar-2019 - 00:00,23-Mar-2019 - 00:00,,,13.51,79.55,,0.74
812,23-Mar-2019 - 00:00,24-Mar-2019 - 00:00,,,11.91,146.65,,0.96
813,24-Mar-2019 - 00:00,25-Mar-2019 - 00:00,,,13.86,209.02,,0.75
814,25-Mar-2019 - 00:00,26-Mar-2019 - 00:00,,,14.64,231.28,,1.02
815,26-Mar-2019 - 00:00,27-Mar-2019 - 00:00,,,11.78,274.18,,1.03
816,27-Mar-2019 - 00:00,28-Mar-2019 - 00:00,,,11.77,133.87,,0.54
817,28-Mar-2019 - 00:00,29-Mar-2019 - 00:00,,,14.11,182.02,,0.56
818,29-Mar-2019 - 00:00,30-Mar-2019 - 00:00,,,12.2,134.82,,0.83
819,30-Mar-2019 - 00:00,31-Mar-2019 - 00:00,,,12.77,123.35,,0.78
820,31-Mar-2019 - 00:00,01-Apr-2019 - 00:00,,,38.93,142.71,,0.53
821,01-Apr-2019 - 00:00,02-Apr-2019 - 00:00,,,48.44,103.47,,0.58
822,02-Apr-2019 - 00:00,03-Apr-2019 - 00:00,,,13.79,112.72,,0.77
823,03-Apr-2019 - 00:00,04-Apr-2019 - 00:00,,,12.52,116.85,,0.62
824,04-Apr-2019 - 00:00,05-Apr-2019 - 00:00,,,12.58,106.88,,0.63
825,05-Apr-2019 - 00:00,06-Apr-2019 - 00:00,,,12.73,92.16,,0.63
826,06-Apr-2019 - 00:00,07-Apr-2019 - 00:00,,,14.25,111.35,,0.6
827,07-Apr-2019 - 00:00,08-Apr-2019 - 00:00,,,,,,
828,08-Apr-2019 - 00:00,09-Apr-2019 - 00:00,,,7.13,50.7,,0.29
829,09-Apr-2019 - 00:00,10-Apr-2019 - 00:00,,,8.98,43.99,,0.96
830,10-Apr-2019 - 00:00,11-Apr-2019 - 00:00,,,11.63,72.7,,0.54
831,11-Apr-2019 - 00:00,12-Apr-2019 - 00:00,,,12.3,97.75,,0.69
832,12-Apr-2019 - 00:00,13-Apr-2019 - 00:00,,,13.66,82.25,,0.92
833,13-Apr-2019 - 00:00,14-Apr-2019 - 00:00,,,14.4,105.59,,0.7
834,14-Apr-2019 - 00:00,15-Apr-2019 - 00:00,,,12.76,109.08,,0.81
835,15-Apr-2019 - 00:00,16-Apr-2019 - 00:00,,,13.44,112.06,,0.53
836,16-Apr-2019 - 00:00,17-Apr-2019 - 00:00,,,13.07,120.94,,0.6
837,17-Apr-2019 - 00:00,18-Apr-2019 - 00:00,,,11.55,199.66,,0.62
838,18-Apr-2019 - 00:00,19-Apr-2019 - 00:00,,,12.71,119.56,,0.63
839,19-Apr-2019 - 00:00,20-Apr-2019 - 00:00,,,12.78,116.75,,0.66
840,20-Apr-2019 - 00:00,21-Apr-2019 - 00:00,,,11.94,100.57,,0.55
841,21-Apr-2019 - 00:00,22-Apr-2019 - 00:00,,,12.64,102.44,,0.47
842,22-Apr-2019 - 00:00,23-Apr-2019 - 00:00,,,12.98,98.81,,0.64
843,23-Apr-2019 - 00:00,24-Apr-2019 - 00:00,,,12.18,92.2,,0.6
