S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1178,23-Mar-2020 - 00:00,24-Mar-2020 - 00:00,,,,,,
1179,24-Mar-2020 - 00:00,25-Mar-2020 - 00:00,,,,,,
1180,25-Mar-2020 - 00:00,26-Mar-2020 - 00:00,,,,,,
1181,26-Mar-2020 - 00:00,27-Mar-2020 - 00:00,,,,,,
1182,27-Mar-2020 - 00:00,28-Mar-2020 - 00:00,,,,,,
1183,28-Mar-2020 - 00:00,29-Mar-2020 - 00:00,,,,,,
1184,29-Mar-2020 - 00:00,30-Mar-2020 - 00:00,,,,,,
1185,30-Mar-2020 - 00:00,31-Mar-2020 - 00:00,,,,,,
1186,31-Mar-2020 - 00:00,01-Apr-2020 - 00:00,,,,,,
1187,01-Apr-2020 - 00:00,02-Apr-2020 - 00:00,,,,,,
1188,02-Apr-2020 - 00:00,03-Apr-2020 - 00:00,,,,,,
1189,03-Apr-2020 - 00:00,04-Apr-2020 - 00:00,,,,,,
1190,04-Apr-2020 - 00:00,05-Apr-2020 - 00:00,,,,,,
1191,05-Apr-2020 - 00:00,06-Apr-2020 - 00:00,,,,,,
1192,06-Apr-2020 - 00:00,07-Apr-2020 - 00:00,,,,,,
1193,07-Apr-2020 - 00:00,08-Apr-2020 - 00:00,,,,,,
1194,08-Apr-2020 - 00:00,09-Apr-2020 - 00:00,,,,,,
1195,09-Apr-2020 - 00:00,10-Apr-2020 - 00:00,,,,,,
1196,10-Apr-2020 - 00:00,11-Apr-2020 - 00:00,,,,,,
1197,11-Apr-2020 - 00:00,12-Apr-2020 - 00:00,,,,,,
1198,12-Apr-2020 - 00:00,13-Apr-2020 - 00:00,,,,,,
1199,13-Apr-2020 - 00:00,14-Apr-2020 - 00:00,,,,,,
,,,,,,,,
1201,15-Apr-2020 - 00:00,16-Apr-2020 - 00:00,,,,,,
1202,16-Apr-2020 - 00:00,17-Apr-2020 - 00:00,,,,,,
1203,17-Apr-2020 - 00:00,18-Apr-2020 - 00:00,,,,,,
1204,18-Apr-2020 - 00:00,19-Apr-2020 - 00:00,,,,,,
1205,19-Apr-2020 - 00:00,20-Apr-2020 - 00:00,,,,,,
1206,20-Apr-2020 - 00:00,21-Apr-2020 - 00:00,,,,,,
1207,21-Apr-2020 - 00:00,22-Apr-2020 - 00:00,,,,,,
1208,22-Apr-2020 - 00:00,23-Apr-2020 - 00:00,,,,,,
1209,23-Apr-2020 - 00:00,24-Apr-2020 - 00:00,,,,,,
1210,24-Apr-2020 - 00:00,25-Apr-2020 - 00:00,,,,,,
1211,25-Apr-2020 - 00:00,26-Apr-2020 - 00:00,,,,,,
1212,26-Apr-2020 - 00:00,27-Apr-2020 - 00:00,,,,,,
1213,27-Apr-2020 - 00:00,28-Apr-2020 - 00:00,,,,,,
1214,28-Apr-2020 - 00:00,29-Apr-2020 - 00:00,,,,,,
1215,29-Apr-2020 - 00:00,30-Apr-2020 - 00:00,,,,,,
1216,30-Apr-2020 - 00:00,01-May-2020 - 00:00,,,,,,
1217,01-May-2020 - 00:00,02-May-2020 - 00:00,,,,,,
1218,02-May-2020 - 00:00,03-May-2020 - 00:00,,,,,,
1219,03-May-2020 - 00:00,04-May-2020 - 00:00,,,,,,
1220,04-May-2020 - 00:00,05-May-2020 - 00:00,,,,,,
1221,05-May-2020 - 00:00,06-May-2020 - 00:00,,,,,,
1222,06-May-2020 - 00:00,07-May-2020 - 00:00,,,,,,
1223,07-May-2020 - 00:00,08-May-2020 - 00:00,,,,,,
1224,08-May-2020 - 00:00,09-May-2020 - 00:00,,,,,,
1225,09-May-2020 - 00:00,10-May-2020 - 00:00,,,,,,
1226,10-May-2020 - 00:00,11-May-2020 - 00:00,,,,,,
1227,11-May-2020 - 00:00,12-May-2020 - 00:00,,,,,,
1228,12-May-2020 - 00:00,13-May-2020 - 00:00,,,,,,
1229,13-May-2020 - 00:00,14-May-2020 - 00:00,,,,,,
1230,14-May-2020 - 00:00,15-May-2020 - 00:00,,,,,,
1231,15-May-2020 - 00:00,16-May-2020 - 00:00,,,,,,
1232,16-May-2020 - 00:00,17-May-2020 - 00:00,,,,,,
1233,17-May-2020 - 00:00,18-May-2020 - 00:00,,,,,,
1234,18-May-2020 - 00:00,19-May-2020 - 00:00,,,,,,
1235,19-May-2020 - 00:00,20-May-2020 - 00:00,,,,,,
1236,20-May-2020 - 00:00,21-May-2020 - 00:00,,,,,,
1237,21-May-2020 - 00:00,22-May-2020 - 00:00,,,,,,
1238,22-May-2020 - 00:00,23-May-2020 - 00:00,,,,,,
1239,23-May-2020 - 00:00,24-May-2020 - 00:00,,,,,,
1240,24-May-2020 - 00:00,25-May-2020 - 00:00,,,,,,
1241,25-May-2020 - 00:00,26-May-2020 - 00:00,,,,,,
1242,26-May-2020 - 00:00,27-May-2020 - 00:00,,,,,,
1243,27-May-2020 - 00:00,28-May-2020 - 00:00,,,,,,
1244,28-May-2020 - 00:00,29-May-2020 - 00:00,,,,,,
1245,29-May-2020 - 00:00,30-May-2020 - 00:00,,,,,,
1246,30-May-2020 - 00:00,31-May-2020 - 00:00,,,,,,
1247,31-May-2020 - 00:00,01-Jun-2020 - 00:00,,,,,,
1248,01-Jun-2020 - 00:00,02-Jun-2020 - 00:00,,,,,,
1249,02-Jun-2020 - 00:00,03-Jun-2020 - 00:00,,,,,,
1250,03-Jun-2020 - 00:00,04-Jun-2020 - 00:00,,,,,,
1251,04-Jun-2020 - 00:00,05-Jun-2020 - 00:00,,,,,,
1252,05-Jun-2020 - 00:00,06-Jun-2020 - 00:00,,,,,,
1253,06-Jun-2020 - 00:00,07-Jun-2020 - 00:00,,,,,,
1254,07-Jun-2020 - 00:00,08-Jun-2020 - 00:00,,,,,,
1255,08-Jun-2020 - 00:00,09-Jun-2020 - 00:00,,,,,,
1256,09-Jun-2020 - 00:00,10-Jun-2020 - 00:00,,,,,,
1257,10-Jun-2020 - 00:00,11-Jun-2020 - 00:00,,,,,,
1258,11-Jun-2020 - 00:00,12-Jun-2020 - 00:00,,,,,,
1259,12-Jun-2020 - 00:00,13-Jun-2020 - 00:00,,,,,,
1260,13-Jun-2020 - 00:00,14-Jun-2020 - 00:00,,,,,,
1261,14-Jun-2020 - 00:00,15-Jun-2020 - 00:00,,,,,,
1262,15-Jun-2020 - 00:00,16-Jun-2020 - 00:00,,,,,,
1263,16-Jun-2020 - 00:00,17-Jun-2020 - 00:00,,,,,,
1264,17-Jun-2020 - 00:00,18-Jun-2020 - 00:00,,,,,,
1265,18-Jun-2020 - 00:00,19-Jun-2020 - 00:00,,,,,,
1266,19-Jun-2020 - 00:00,20-Jun-2020 - 00:00,,,,,,
1267,20-Jun-2020 - 00:00,21-Jun-2020 - 00:00,,,,,,
1268,21-Jun-2020 - 00:00,22-Jun-2020 - 00:00,,,,,,
1269,22-Jun-2020 - 00:00,23-Jun-2020 - 00:00,,,,,,
1270,23-Jun-2020 - 00:00,24-Jun-2020 - 00:00,,,,,,
1271,24-Jun-2020 - 00:00,25-Jun-2020 - 00:00,,,,,,
1272,25-Jun-2020 - 00:00,26-Jun-2020 - 00:00,,,,,,
1273,26-Jun-2020 - 00:00,27-Jun-2020 - 00:00,,,,,,
1274,27-Jun-2020 - 00:00,28-Jun-2020 - 00:00,,,,,,
1275,28-Jun-2020 - 00:00,29-Jun-2020 - 00:00,,,,,,
1276,29-Jun-2020 - 00:00,30-Jun-2020 - 00:00,,,,,,
1277,30-Jun-2020 - 00:00,01-Jul-2020 - 00:00,,,,,,
1278,01-Jul-2020 - 00:00,02-Jul-2020 - 00:00,,,,,,
1279,02-Jul-2020 - 00:00,03-Jul-2020 - 00:00,,,,,,
1280,03-Jul-2020 - 00:00,04-Jul-2020 - 00:00,,,,,,
1281,04-Jul-2020 - 00:00,05-Jul-2020 - 00:00,,,,,,
1282,05-Jul-2020 - 00:00,06-Jul-2020 - 00:00,,,,,,
1283,06-Jul-2020 - 00:00,07-Jul-2020 - 00:00,,,,,,
1284,07-Jul-2020 - 00:00,08-Jul-2020 - 00:00,,,,,,
1285,08-Jul-2020 - 00:00,09-Jul-2020 - 00:00,,,,,,
1286,09-Jul-2020 - 00:00,10-Jul-2020 - 00:00,,,,,,
1287,10-Jul-2020 - 00:00,11-Jul-2020 - 00:00,,,,,,
1288,11-Jul-2020 - 00:00,12-Jul-2020 - 00:00,,,,,,
1289,12-Jul-2020 - 00:00,13-Jul-2020 - 00:00,,,,,,
1290,13-Jul-2020 - 00:00,14-Jul-2020 - 00:00,,,,,,
1291,14-Jul-2020 - 00:00,15-Jul-2020 - 00:00,,,,,,
1292,15-Jul-2020 - 00:00,16-Jul-2020 - 00:00,,,,,,
1293,16-Jul-2020 - 00:00,17-Jul-2020 - 00:00,,,,,,
1294,17-Jul-2020 - 00:00,18-Jul-2020 - 00:00,,,,,,
1295,18-Jul-2020 - 00:00,19-Jul-2020 - 00:00,,,,,,
1296,19-Jul-2020 - 00:00,20-Jul-2020 - 00:00,,,,,,
1297,20-Jul-2020 - 00:00,21-Jul-2020 - 00:00,,,,,,
1298,21-Jul-2020 - 00:00,22-Jul-2020 - 00:00,,,,,,
1299,22-Jul-2020 - 00:00,23-Jul-2020 - 00:00,,,,,,
,,,,,,,,
1301,24-Jul-2020 - 00:00,25-Jul-2020 - 00:00,,,,,,
1302,25-Jul-2020 - 00:00,26-Jul-2020 - 00:00,,,,,,
1303,26-Jul-2020 - 00:00,27-Jul-2020 - 00:00,,,,,,
1304,27-Jul-2020 - 00:00,28-Jul-2020 - 00:00,,,,,,
1305,28-Jul-2020 - 00:00,29-Jul-2020 - 00:00,,,,,,
1306,29-Jul-2020 - 00:00,30-Jul-2020 - 00:00,,,,,,
1307,30-Jul-2020 - 00:00,31-Jul-2020 - 00:00,,,,,,
1308,31-Jul-2020 - 00:00,01-Aug-2020 - 00:00,,,,,,
1309,01-Aug-2020 - 00:00,02-Aug-2020 - 00:00,,,,,,
1310,02-Aug-2020 - 00:00,03-Aug-2020 - 00:00,,,,,,
1311,03-Aug-2020 - 00:00,04-Aug-2020 - 00:00,,,,,,
1312,04-Aug-2020 - 00:00,05-Aug-2020 - 00:00,,,,,,
1313,05-Aug-2020 - 00:00,06-Aug-2020 - 00:00,,,,,,
1314,06-Aug-2020 - 00:00,07-Aug-2020 - 00:00,,,,,,
1315,07-Aug-2020 - 00:00,08-Aug-2020 - 00:00,,,,,,
1316,08-Aug-2020 - 00:00,09-Aug-2020 - 00:00,,,,,,
1317,09-Aug-2020 - 00:00,10-Aug-2020 - 00:00,,,,,,
1318,10-Aug-2020 - 00:00,11-Aug-2020 - 00:00,,,,,,
1319,11-Aug-2020 - 00:00,12-Aug-2020 - 00:00,,,,,,
1320,12-Aug-2020 - 00:00,13-Aug-2020 - 00:00,,,,,,
1321,13-Aug-2020 - 00:00,14-Aug-2020 - 00:00,,,,,,
1322,14-Aug-2020 - 00:00,15-Aug-2020 - 00:00,,,,,,
1323,15-Aug-2020 - 00:00,16-Aug-2020 - 00:00,,,,,,
1324,16-Aug-2020 - 00:00,17-Aug-2020 - 00:00,,,,,,
1325,17-Aug-2020 - 00:00,18-Aug-2020 - 00:00,,,,,,
1326,18-Aug-2020 - 00:00,19-Aug-2020 - 00:00,,,,,,
1327,19-Aug-2020 - 00:00,20-Aug-2020 - 00:00,,,,,,
1328,20-Aug-2020 - 00:00,21-Aug-2020 - 00:00,,,,,,
1329,21-Aug-2020 - 00:00,22-Aug-2020 - 00:00,,,,,,
1330,22-Aug-2020 - 00:00,23-Aug-2020 - 00:00,,,,,,
1331,23-Aug-2020 - 00:00,24-Aug-2020 - 00:00,,,,,,
1332,24-Aug-2020 - 00:00,25-Aug-2020 - 00:00,,,,,,
1333,25-Aug-2020 - 00:00,26-Aug-2020 - 00:00,,,,,,
1334,26-Aug-2020 - 00:00,27-Aug-2020 - 00:00,,,,,,
1335,27-Aug-2020 - 00:00,28-Aug-2020 - 00:00,,,,,,
1336,28-Aug-2020 - 00:00,29-Aug-2020 - 00:00,,,,,,
1337,29-Aug-2020 - 00:00,30-Aug-2020 - 00:00,,,,,,
1338,30-Aug-2020 - 00:00,31-Aug-2020 - 00:00,,,,,,
1339,31-Aug-2020 - 00:00,01-Sep-2020 - 00:00,,,,,,
1340,01-Sep-2020 - 00:00,02-Sep-2020 - 00:00,,,,,,
1341,02-Sep-2020 - 00:00,03-Sep-2020 - 00:00,,,,,,
1342,03-Sep-2020 - 00:00,04-Sep-2020 - 00:00,,,,,,
1343,04-Sep-2020 - 00:00,05-Sep-2020 - 00:00,,,,,,
1344,05-Sep-2020 - 00:00,06-Sep-2020 - 00:00,,,,,,
1345,06-Sep-2020 - 00:00,07-Sep-2020 - 00:00,,,,,,
1346,07-Sep-2020 - 00:00,08-Sep-2020 - 00:00,,,,,,
1347,08-Sep-2020 - 00:00,09-Sep-2020 - 00:00,,,,,,
1348,09-Sep-2020 - 00:00,10-Sep-2020 - 00:00,,,,,,
1349,10-Sep-2020 - 00:00,11-Sep-2020 - 00:00,,,,,,
1350,11-Sep-2020 - 00:00,12-Sep-2020 - 00:00,,,,,,
1351,12-Sep-2020 - 00:00,13-Sep-2020 - 00:00,,,,,,
1352,13-Sep-2020 - 00:00,14-Sep-2020 - 00:00,,,,,,
1353,14-Sep-2020 - 00:00,15-Sep-2020 - 00:00,,,,,,
1354,15-Sep-2020 - 00:00,16-Sep-2020 - 00:00,,,,,,
1355,16-Sep-2020 - 00:00,17-Sep-2020 - 00:00,,,,,,
1356,17-Sep-2020 - 00:00,18-Sep-2020 - 00:00,,,,,,
1357,18-Sep-2020 - 00:00,19-Sep-2020 - 00:00,,,,,,
1358,19-Sep-2020 - 00:00,20-Sep-2020 - 00:00,,,,,,
1359,20-Sep-2020 - 00:00,21-Sep-2020 - 00:00,,,,,,
1360,21-Sep-2020 - 00:00,22-Sep-2020 - 00:00,,,,,,
1361,22-Sep-2020 - 00:00,23-Sep-2020 - 00:00,,,,,,
1362,23-Sep-2020 - 00:00,24-Sep-2020 - 00:00,,,,,,
1363,24-Sep-2020 - 00:00,25-Sep-2020 - 00:00,,,,,,
1364,25-Sep-2020 - 00:00,26-Sep-2020 - 00:00,,,,,,
1365,26-Sep-2020 - 00:00,27-Sep-2020 - 00:00,,,,,,
1366,27-Sep-2020 - 00:00,28-Sep-2020 - 00:00,,,,,,
1367,28-Sep-2020 - 00:00,29-Sep-2020 - 00:00,,,,,,
1368,29-Sep-2020 - 00:00,30-Sep-2020 - 00:00,,,,,,
1369,30-Sep-2020 - 00:00,01-Oct-2020 - 00:00,,,,,,
1370,01-Oct-2020 - 00:00,02-Oct-2020 - 00:00,,,,,,
1371,02-Oct-2020 - 00:00,03-Oct-2020 - 00:00,,,,,,
1372,03-Oct-2020 - 00:00,04-Oct-2020 - 00:00,,,,,,
1373,04-Oct-2020 - 00:00,05-Oct-2020 - 00:00,,,,,,
1374,05-Oct-2020 - 00:00,06-Oct-2020 - 00:00,,,,,,
1375,06-Oct-2020 - 00:00,07-Oct-2020 - 00:00,,,,,,
1376,07-Oct-2020 - 00:00,08-Oct-2020 - 00:00,,,,,,
1377,08-Oct-2020 - 00:00,09-Oct-2020 - 00:00,,,,,,
1378,09-Oct-2020 - 00:00,10-Oct-2020 - 00:00,,,,,,
1379,10-Oct-2020 - 00:00,11-Oct-2020 - 00:00,,,14.08,39.33,,
1380,11-Oct-2020 - 00:00,12-Oct-2020 - 00:00,,,,,,
1381,12-Oct-2020 - 00:00,13-Oct-2020 - 00:00,,,,27.13,,5.08
1382,13-Oct-2020 - 00:00,14-Oct-2020 - 00:00,,,59.82,,,1.57
1383,14-Oct-2020 - 00:00,15-Oct-2020 - 00:00,,,21.85,,,1.59
1384,15-Oct-2020 - 00:00,16-Oct-2020 - 00:00,,8.2,21.89,,,1.71
1385,16-Oct-2020 - 00:00,17-Oct-2020 - 00:00,,6.03,69.58,,,2.45
1386,17-Oct-2020 - 00:00,18-Oct-2020 - 00:00,,24.09,80.71,,,2.9
1387,18-Oct-2020 - 00:00,19-Oct-2020 - 00:00,,,,,,
1388,19-Oct-2020 - 00:00,20-Oct-2020 - 00:00,,,,,,
1389,20-Oct-2020 - 00:00,21-Oct-2020 - 00:00,,,,,,
1390,21-Oct-2020 - 00:00,22-Oct-2020 - 00:00,,,,,,
1391,22-Oct-2020 - 00:00,23-Oct-2020 - 00:00,,,,,,
1392,23-Oct-2020 - 00:00,24-Oct-2020 - 00:00,,,,,,
1393,24-Oct-2020 - 00:00,25-Oct-2020 - 00:00,,,,,,
1394,25-Oct-2020 - 00:00,26-Oct-2020 - 00:00,,,,,,
1395,26-Oct-2020 - 00:00,27-Oct-2020 - 00:00,,,,,,
1396,27-Oct-2020 - 00:00,28-Oct-2020 - 00:00,,,,,,
1397,28-Oct-2020 - 00:00,29-Oct-2020 - 00:00,,,,,,
1398,29-Oct-2020 - 00:00,30-Oct-2020 - 00:00,,,,,,
1399,30-Oct-2020 - 00:00,31-Oct-2020 - 00:00,,,,,,
,,,,,,,,
1401,01-Nov-2020 - 00:00,02-Nov-2020 - 00:00,,6.57,16.73,,,0.8
1402,02-Nov-2020 - 00:00,03-Nov-2020 - 00:00,,,,,,
1403,03-Nov-2020 - 00:00,04-Nov-2020 - 00:00,,,,,,
1404,04-Nov-2020 - 00:00,05-Nov-2020 - 00:00,,,,,,
1405,05-Nov-2020 - 00:00,06-Nov-2020 - 00:00,,,,,,
1406,06-Nov-2020 - 00:00,07-Nov-2020 - 00:00,,,,,,
1407,07-Nov-2020 - 00:00,08-Nov-2020 - 00:00,,,,,,
1408,08-Nov-2020 - 00:00,09-Nov-2020 - 00:00,,,,,,
1409,09-Nov-2020 - 00:00,10-Nov-2020 - 00:00,,,,,,
1410,10-Nov-2020 - 00:00,11-Nov-2020 - 00:00,,,,,,
1411,11-Nov-2020 - 00:00,12-Nov-2020 - 00:00,,,,,,
1412,12-Nov-2020 - 00:00,13-Nov-2020 - 00:00,,,,,,
1413,13-Nov-2020 - 00:00,14-Nov-2020 - 00:00,,,,,,
1414,14-Nov-2020 - 00:00,15-Nov-2020 - 00:00,,,,,,
1415,15-Nov-2020 - 00:00,16-Nov-2020 - 00:00,,,,,,
1416,16-Nov-2020 - 00:00,17-Nov-2020 - 00:00,,,83.73,,14.75,
1417,17-Nov-2020 - 00:00,18-Nov-2020 - 00:00,,,,,18.94,
1418,18-Nov-2020 - 00:00,19-Nov-2020 - 00:00,,,58.67,,23.88,
1419,19-Nov-2020 - 00:00,20-Nov-2020 - 00:00,,,70.61,70.61,24.23,
1420,20-Nov-2020 - 00:00,21-Nov-2020 - 00:00,,,59,189.58,31.23,
1421,21-Nov-2020 - 00:00,22-Nov-2020 - 00:00,,,92.69,297.53,24.28,
1422,22-Nov-2020 - 00:00,23-Nov-2020 - 00:00,,,,,,
1423,23-Nov-2020 - 00:00,24-Nov-2020 - 00:00,,,,,,
1424,24-Nov-2020 - 00:00,25-Nov-2020 - 00:00,,,,,,
1425,25-Nov-2020 - 00:00,26-Nov-2020 - 00:00,,,,,,
1426,26-Nov-2020 - 00:00,27-Nov-2020 - 00:00,,,,,,
1427,27-Nov-2020 - 00:00,28-Nov-2020 - 00:00,,,,,,
1428,28-Nov-2020 - 00:00,29-Nov-2020 - 00:00,,,,,,
1429,29-Nov-2020 - 00:00,30-Nov-2020 - 00:00,,,,,,
1430,30-Nov-2020 - 00:00,01-Dec-2020 - 00:00,,,,,,
1431,01-Dec-2020 - 00:00,02-Dec-2020 - 00:00,,,,,,
1432,02-Dec-2020 - 00:00,03-Dec-2020 - 00:00,,,,,,
1433,03-Dec-2020 - 00:00,04-Dec-2020 - 00:00,,,,,,
1434,04-Dec-2020 - 00:00,05-Dec-2020 - 00:00,,,,,,
1435,05-Dec-2020 - 00:00,06-Dec-2020 - 00:00,,,,,,
1436,06-Dec-2020 - 00:00,07-Dec-2020 - 00:00,117.7,6.99,24.08,328.25,30.44,0
1437,07-Dec-2020 - 00:00,08-Dec-2020 - 00:00,124.87,24.97,27.85,362.92,21.74,0.3
1438,08-Dec-2020 - 00:00,09-Dec-2020 - 00:00,79.09,38.98,22.74,309.02,19.51,1.16
1439,09-Dec-2020 - 00:00,10-Dec-2020 - 00:00,,,,,,
1440,10-Dec-2020 - 00:00,11-Dec-2020 - 00:00,,,,,,
1441,11-Dec-2020 - 00:00,12-Dec-2020 - 00:00,,,,,,
1442,12-Dec-2020 - 00:00,13-Dec-2020 - 00:00,,,,,,
1443,13-Dec-2020 - 00:00,14-Dec-2020 - 00:00,,,,,,
1444,14-Dec-2020 - 00:00,15-Dec-2020 - 00:00,,,,,,
1445,15-Dec-2020 - 00:00,16-Dec-2020 - 00:00,,,,,,
1446,16-Dec-2020 - 00:00,17-Dec-2020 - 00:00,102.77,12.29,27.55,184.34,23.09,0.64
1447,17-Dec-2020 - 00:00,18-Dec-2020 - 00:00,109.64,11.02,27.69,167.47,19.92,0.66
1448,18-Dec-2020 - 00:00,19-Dec-2020 - 00:00,111.23,12.04,22.33,188.57,19.28,0.62
1449,19-Dec-2020 - 00:00,20-Dec-2020 - 00:00,117.55,,60.4,187.85,16.92,0.57
1450,20-Dec-2020 - 00:00,21-Dec-2020 - 00:00,142.41,,3.48,233.16,19.04,0.57
1451,21-Dec-2020 - 00:00,22-Dec-2020 - 00:00,173.63,,27.77,286.1,20.73,0.57
1452,22-Dec-2020 - 00:00,23-Dec-2020 - 00:00,174.84,,35.11,276.46,21.94,0.57
1453,23-Dec-2020 - 00:00,24-Dec-2020 - 00:00,173.44,,2.77,296.36,21.84,0.57
1454,24-Dec-2020 - 00:00,25-Dec-2020 - 00:00,179.71,,18.74,294.55,26.01,0.57
1455,25-Dec-2020 - 00:00,26-Dec-2020 - 00:00,159.83,,4.16,241.13,29.3,
1456,26-Dec-2020 - 00:00,27-Dec-2020 - 00:00,138.13,,11.17,237.6,28.23,
1457,27-Dec-2020 - 00:00,28-Dec-2020 - 00:00,153.86,,25.46,236.5,28.56,
1458,28-Dec-2020 - 00:00,29-Dec-2020 - 00:00,168.28,,42.32,289.48,33.31,
1459,29-Dec-2020 - 00:00,30-Dec-2020 - 00:00,162.15,,16.89,251.59,30.2,
1460,30-Dec-2020 - 00:00,31-Dec-2020 - 00:00,156.23,,47.8,250.85,29.48,
1461,31-Dec-2020 - 00:00,01-Jan-2021 - 00:00,146.01,,16.13,233,26.43,
1462,01-Jan-2021 - 00:00,02-Jan-2021 - 00:00,108.06,,17.43,211.29,24.37,
1463,02-Jan-2021 - 00:00,03-Jan-2021 - 00:00,119.13,,24.3,233.06,27.94,
1464,03-Jan-2021 - 00:00,04-Jan-2021 - 00:00,126.37,,46.62,249.07,26.94,
1465,04-Jan-2021 - 00:00,05-Jan-2021 - 00:00,132.29,,38.91,300.76,29.81,
1466,05-Jan-2021 - 00:00,06-Jan-2021 - 00:00,159.35,,12.98,343.8,34.22,0.57
1467,06-Jan-2021 - 00:00,07-Jan-2021 - 00:00,127.72,,22.64,276.17,31.15,
1468,07-Jan-2021 - 00:00,08-Jan-2021 - 00:00,126.58,,24.49,180.37,29.23,
1469,08-Jan-2021 - 00:00,09-Jan-2021 - 00:00,85.49,,23.38,194.98,25.54,
1470,09-Jan-2021 - 00:00,10-Jan-2021 - 00:00,107.12,,26.01,242.42,29.27,
1471,10-Jan-2021 - 00:00,11-Jan-2021 - 00:00,140.3,,27.19,244.89,29.09,
1472,11-Jan-2021 - 00:00,12-Jan-2021 - 00:00,94.6,,26.84,181.85,21.78,
1473,12-Jan-2021 - 00:00,13-Jan-2021 - 00:00,96.01,,36.32,187.86,22.96,
1474,13-Jan-2021 - 00:00,14-Jan-2021 - 00:00,125.72,,24.3,212.49,20.22,
1475,14-Jan-2021 - 00:00,15-Jan-2021 - 00:00,138.56,,24.08,225.68,26.4,
1476,15-Jan-2021 - 00:00,16-Jan-2021 - 00:00,178.63,,20.58,291.49,24.67,
1477,16-Jan-2021 - 00:00,17-Jan-2021 - 00:00,183.18,,27.91,300.43,24.66,
1478,17-Jan-2021 - 00:00,18-Jan-2021 - 00:00,186.97,,14.15,284.97,24.48,
1479,18-Jan-2021 - 00:00,19-Jan-2021 - 00:00,178.55,,19.08,333.19,28.21,
1480,19-Jan-2021 - 00:00,20-Jan-2021 - 00:00,197.57,,37.61,366.02,32.39,
1481,20-Jan-2021 - 00:00,21-Jan-2021 - 00:00,159.35,,36.31,339.65,24.87,
1482,21-Jan-2021 - 00:00,22-Jan-2021 - 00:00,133.39,,35.02,283.2,23.24,
1483,22-Jan-2021 - 00:00,23-Jan-2021 - 00:00,119.68,,38.99,330.62,25.62,
1484,23-Jan-2021 - 00:00,24-Jan-2021 - 00:00,111.3,,0.16,324.19,26.95,
1485,24-Jan-2021 - 00:00,25-Jan-2021 - 00:00,92.93,,,295.94,23.72,
1486,25-Jan-2021 - 00:00,26-Jan-2021 - 00:00,103.7,,35.76,239.99,20.71,
1487,26-Jan-2021 - 00:00,27-Jan-2021 - 00:00,121.25,,35.47,202.29,21.52,
1488,27-Jan-2021 - 00:00,28-Jan-2021 - 00:00,126.84,,35.29,215.51,19.72,
1489,28-Jan-2021 - 00:00,29-Jan-2021 - 00:00,124.08,,35.69,197.53,21.38,
1490,29-Jan-2021 - 00:00,30-Jan-2021 - 00:00,175.53,,33.67,283.97,31.53,
1491,30-Jan-2021 - 00:00,31-Jan-2021 - 00:00,159.39,,32.03,229.85,22.32,
1492,31-Jan-2021 - 00:00,01-Feb-2021 - 00:00,152.74,,33.87,223.82,23.15,
1493,01-Feb-2021 - 00:00,02-Feb-2021 - 00:00,144.36,,29.99,241.34,28.23,
1494,02-Feb-2021 - 00:00,03-Feb-2021 - 00:00,137.9,,18.35,256.95,27.29,
1495,03-Feb-2021 - 00:00,04-Feb-2021 - 00:00,162.41,,17.97,282.27,29.43,
1496,04-Feb-2021 - 00:00,05-Feb-2021 - 00:00,171.86,,18.05,340.9,28.26,
1497,05-Feb-2021 - 00:00,06-Feb-2021 - 00:00,153.39,,17.88,495.55,34.32,
1498,06-Feb-2021 - 00:00,07-Feb-2021 - 00:00,108.71,,16.94,339.62,23.49,
1499,07-Feb-2021 - 00:00,08-Feb-2021 - 00:00,77.31,,15.79,196.96,21.22,
,,,,,,,,
1501,09-Feb-2021 - 00:00,10-Feb-2021 - 00:00,85.94,,19.2,250.8,36.26,
1502,10-Feb-2021 - 00:00,11-Feb-2021 - 00:00,97.93,,15.61,243.14,28.38,
1503,11-Feb-2021 - 00:00,12-Feb-2021 - 00:00,100.09,,18.24,266.19,24.98,
1504,12-Feb-2021 - 00:00,13-Feb-2021 - 00:00,115.11,,23.51,297.61,26.99,
1505,13-Feb-2021 - 00:00,14-Feb-2021 - 00:00,123.2,,38.33,273.88,28.17,
1506,14-Feb-2021 - 00:00,15-Feb-2021 - 00:00,123.04,,40.02,269.72,30.85,
1507,15-Feb-2021 - 00:00,16-Feb-2021 - 00:00,128.39,,26.81,262.52,27.97,
1508,16-Feb-2021 - 00:00,17-Feb-2021 - 00:00,109.65,,17.48,292.15,29.65,
1509,17-Feb-2021 - 00:00,18-Feb-2021 - 00:00,123.01,,18.07,277.6,28.64,
1510,18-Feb-2021 - 00:00,19-Feb-2021 - 00:00,130.52,,18.79,241.05,10.8,
1511,19-Feb-2021 - 00:00,20-Feb-2021 - 00:00,100.73,,17.22,238.92,6.87,
1512,20-Feb-2021 - 00:00,21-Feb-2021 - 00:00,99.31,,16.43,252.41,7.87,
1513,21-Feb-2021 - 00:00,22-Feb-2021 - 00:00,109.51,,17.95,270.58,8.11,
1514,22-Feb-2021 - 00:00,23-Feb-2021 - 00:00,105.15,,17.92,291.49,9.61,
