S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
1457,27-Dec-2020 - 00:00,28-Dec-2020 - 00:00,136.43,54.73,10.91,237.24,67.16,1.31
1458,28-Dec-2020 - 00:00,29-Dec-2020 - 00:00,170.03,46.71,7.04,293.6,78.08,1.69
1459,29-Dec-2020 - 00:00,30-Dec-2020 - 00:00,220.02,46.9,11.55,373.95,80.59,2.1
1460,30-Dec-2020 - 00:00,31-Dec-2020 - 00:00,146.61,43.57,7.74,268.5,62.48,1.21
1461,31-Dec-2020 - 00:00,01-Jan-2021 - 00:00,128.92,47.07,13.23,229.6,60.05,1.05
1462,01-Jan-2021 - 00:00,02-Jan-2021 - 00:00,123.75,55.73,12.26,238.76,55.24,1.29
1463,02-Jan-2021 - 00:00,03-Jan-2021 - 00:00,205.36,46.24,13.48,356.17,71.08,1.74
1464,03-Jan-2021 - 00:00,04-Jan-2021 - 00:00,200.54,43.41,8.04,346.27,69.77,2.15
1465,04-Jan-2021 - 00:00,05-Jan-2021 - 00:00,140.73,40.92,9.98,251.01,65.96,1.74
1466,05-Jan-2021 - 00:00,06-Jan-2021 - 00:00,101.22,41.24,10.36,196.7,53.64,1.33
1467,06-Jan-2021 - 00:00,07-Jan-2021 - 00:00,132.57,42.31,8.78,251.99,65.64,1.98
1468,07-Jan-2021 - 00:00,08-Jan-2021 - 00:00,126.74,43.33,18.54,224.04,66,1.47
1469,08-Jan-2021 - 00:00,09-Jan-2021 - 00:00,90.71,38.47,14.08,123.18,53.67,1.01
1470,09-Jan-2021 - 00:00,10-Jan-2021 - 00:00,89.56,56.16,11.04,128,35.97,0.84
1471,10-Jan-2021 - 00:00,11-Jan-2021 - 00:00,84.24,48.04,10.68,225.31,30.72,0.85
1472,11-Jan-2021 - 00:00,12-Jan-2021 - 00:00,91.04,39.73,14.53,144.94,33.44,0.9
1473,12-Jan-2021 - 00:00,13-Jan-2021 - 00:00,90.06,64.28,8.94,132.51,21.79,0.71
1474,13-Jan-2021 - 00:00,14-Jan-2021 - 00:00,100.43,73.7,4.88,144.77,16.47,0.64
1475,14-Jan-2021 - 00:00,15-Jan-2021 - 00:00,118.69,66.62,7.1,,23.9,0.77
1476,15-Jan-2021 - 00:00,16-Jan-2021 - 00:00,127.28,67.32,9.95,239.81,34.94,0.88
1477,16-Jan-2021 - 00:00,17-Jan-2021 - 00:00,150.81,60.2,9.16,234.23,28.43,0.98
1478,17-Jan-2021 - 00:00,18-Jan-2021 - 00:00,178.29,51.44,8.92,281.79,34.32,1.14
1479,18-Jan-2021 - 00:00,19-Jan-2021 - 00:00,167.18,45.08,10.21,256.95,49.24,1.3
1480,19-Jan-2021 - 00:00,20-Jan-2021 - 00:00,142.81,54.02,8.44,209.74,35.6,0.91
1481,20-Jan-2021 - 00:00,21-Jan-2021 - 00:00,101.04,39.33,13.14,159.88,54.02,0.97
1482,21-Jan-2021 - 00:00,22-Jan-2021 - 00:00,132.72,53.78,13.78,196.67,67.44,1.08
1483,22-Jan-2021 - 00:00,23-Jan-2021 - 00:00,118.14,62.79,8.84,185.78,61.5,0.9
1484,23-Jan-2021 - 00:00,24-Jan-2021 - 00:00,133.34,45.7,12.08,222.27,67.09,1.1
1485,24-Jan-2021 - 00:00,25-Jan-2021 - 00:00,135.54,64.45,14.29,222.35,53.53,0.9
1486,25-Jan-2021 - 00:00,26-Jan-2021 - 00:00,143.37,43.82,17.58,233.79,60.62,1
1487,26-Jan-2021 - 00:00,27-Jan-2021 - 00:00,126.01,34.08,12.54,212.54,58.82,0.99
1488,27-Jan-2021 - 00:00,28-Jan-2021 - 00:00,121.59,44.17,16.54,217.93,67.63,0.88
1489,28-Jan-2021 - 00:00,29-Jan-2021 - 00:00,109.63,45.57,13.5,209.7,65.22,0.98
1490,29-Jan-2021 - 00:00,30-Jan-2021 - 00:00,120.39,38.67,11.77,209.74,64.81,0.96
1491,30-Jan-2021 - 00:00,31-Jan-2021 - 00:00,147.29,36.15,17.45,263.39,70.36,1.26
1492,31-Jan-2021 - 00:00,01-Feb-2021 - 00:00,139.23,65.5,11.25,235.73,57.16,0.93
1493,01-Feb-2021 - 00:00,02-Feb-2021 - 00:00,134.13,53.8,10.45,217.44,66.13,1.15
1494,02-Feb-2021 - 00:00,03-Feb-2021 - 00:00,139.52,48.98,11.01,239.51,90.71,1.4
1495,03-Feb-2021 - 00:00,04-Feb-2021 - 00:00,155.78,46.97,15.79,265.72,99.78,1.58
1496,04-Feb-2021 - 00:00,05-Feb-2021 - 00:00,150.53,43.79,13.87,259.72,92.34,1.28
1497,05-Feb-2021 - 00:00,06-Feb-2021 - 00:00,143.91,38.51,13.36,237.67,89.9,1.68
1498,06-Feb-2021 - 00:00,07-Feb-2021 - 00:00,117.36,46.56,20.95,220.23,73.33,1.12
1499,07-Feb-2021 - 00:00,08-Feb-2021 - 00:00,57.76,52.35,12.72,118.81,57.21,0.77
1500,08-Feb-2021 – 00:00,09-Feb-2021 – 00:00,58.76,53.35,13.72,119.81,58.21,1.77
1501,09-Feb-2021 - 00:00,10-Feb-2021 - 00:00,120.26,45.72,14.35,204.76,84.37,1.7
1502,10-Feb-2021 - 00:00,11-Feb-2021 - 00:00,152,56.55,14,269.84,88.01,1.4
1503,11-Feb-2021 - 00:00,12-Feb-2021 - 00:00,88.39,45.46,13.62,164.08,71.91,0.97
1504,12-Feb-2021 - 00:00,13-Feb-2021 - 00:00,89.66,50.85,12.03,138.01,68.65,0.95
1505,13-Feb-2021 - 00:00,14-Feb-2021 - 00:00,95.07,50.46,12.01,157.47,64,0.83
1506,14-Feb-2021 - 00:00,15-Feb-2021 - 00:00,79.91,50.78,8.43,120.77,41.1,0.63
1507,15-Feb-2021 - 00:00,16-Feb-2021 - 00:00,67.48,40.73,10.13,123.87,55.73,0.92
1508,16-Feb-2021 - 00:00,17-Feb-2021 - 00:00,83.32,57.31,13.6,153.84,50.14,0.75
1509,17-Feb-2021 - 00:00,18-Feb-2021 - 00:00,115.25,34.85,16.99,241.96,62.22,1.2
1510,18-Feb-2021 - 00:00,19-Feb-2021 - 00:00,106.1,50.94,11.85,193.39,66.07,1.53
1511,19-Feb-2021 - 00:00,20-Feb-2021 - 00:00,113.56,41.17,11.89,224.33,64.38,1.24
1512,20-Feb-2021 - 00:00,21-Feb-2021 - 00:00,134.11,34.34,11.56,245.9,67.95,1.1
1513,21-Feb-2021 - 00:00,22-Feb-2021 - 00:00,101.46,46.82,15.37,193.88,70.13,1.06
1514,22-Feb-2021 - 00:00,23-Feb-2021 - 00:00,114.39,56.69,16.19,216.3,69.31,1.1
1515,23-Feb-2021 - 00:00,24-Feb-2021 - 00:00,81.04,60.02,16.43,168.59,35.94,0.7
1516,24-Feb-2021 - 00:00,25-Feb-2021 - 00:00,90.35,51.77,12.63,176.92,65.84,1.21
1517,25-Feb-2021 - 00:00,26-Feb-2021 - 00:00,87.43,69.41,16.18,164.23,55.55,0.69
1518,26-Feb-2021 - 00:00,27-Feb-2021 - 00:00,71.64,66.56,12.68,141.38,49.86,0.84
1519,27-Feb-2021 - 00:00,28-Feb-2021 - 00:00,72.56,59.12,15.33,151.46,54.73,0.7
1520,28-Feb-2021 - 00:00,01-Mar-2021 - 00:00,59.16,66.73,11.41,120.36,31.54,0.53
1521,01-Mar-2021 - 00:00,02-Mar-2021 - 00:00,53.74,52.04,9.88,109.05,26.28,0.55
1522,02-Mar-2021 - 00:00,03-Mar-2021 - 00:00,62.51,45.87,10.39,123.28,19.71,0.54
1523,03-Mar-2021 - 00:00,04-Mar-2021 - 00:00,52.77,65.25,12.92,111.51,37.44,0.76
1524,04-Mar-2021 - 00:00,05-Mar-2021 - 00:00,77.1,82.26,20.38,145.82,33.93,0.7
1525,05-Mar-2021 - 00:00,06-Mar-2021 - 00:00,55.95,61.04,10.41,110.99,15.93,0.49
1526,06-Mar-2021 - 00:00,07-Mar-2021 - 00:00,63.05,67.8,13.64,141.35,30.88,0.7
1527,07-Mar-2021 - 00:00,08-Mar-2021 - 00:00,70.13,65.15,10.32,148.98,21.2,0.61
1528,08-Mar-2021 - 00:00,09-Mar-2021 - 00:00,46.64,66.07,13.6,105.69,17.22,0.47
1529,09-Mar-2021 - 00:00,10-Mar-2021 - 00:00,27.8,31.39,8.18,68.15,20.02,0.43
1530,10-Mar-2021 - 00:00,11-Mar-2021 - 00:00,17.72,21.71,7.95,50.84,21.2,0.42
1531,11-Mar-2021 - 00:00,12-Mar-2021 - 00:00,26.64,25.74,7.27,66.56,20.54,0.43
1532,12-Mar-2021 - 00:00,13-Mar-2021 - 00:00,32.31,27.19,7.34,76.55,28.53,0.63
1533,13-Mar-2021 - 00:00,14-Mar-2021 - 00:00,51.89,42.49,10.92,146.16,35.88,0.67
1534,14-Mar-2021 - 00:00,15-Mar-2021 - 00:00,53.19,63.65,11.12,107.3,42.6,0.76
1535,15-Mar-2021 - 00:00,16-Mar-2021 - 00:00,60.46,81.26,24.2,114.98,34.41,0.59
1536,16-Mar-2021 - 00:00,17-Mar-2021 - 00:00,65.42,56.02,10.62,142.56,43.69,0.89
1537,17-Mar-2021 - 00:00,18-Mar-2021 - 00:00,82.52,60,17.03,186.24,45.09,0.61
1538,18-Mar-2021 - 00:00,19-Mar-2021 - 00:00,86.62,52.03,12.3,177.71,52.24,0.84
1539,19-Mar-2021 - 00:00,20-Mar-2021 - 00:00,100.09,52.12,12.7,212.85,68.66,0.94
1540,20-Mar-2021 - 00:00,21-Mar-2021 - 00:00,129.91,59.69,15.57,264.74,57.95,0.98
1541,21-Mar-2021 - 00:00,22-Mar-2021 - 00:00,110.49,53.99,14.25,215.85,39.4,0.84
1542,22-Mar-2021 - 00:00,23-Mar-2021 - 00:00,94.07,49.85,11.36,193.55,49.63,0.95
1543,23-Mar-2021 - 00:00,24-Mar-2021 - 00:00,94.35,62.44,16.61,188.77,37.49,0.72
1544,24-Mar-2021 - 00:00,25-Mar-2021 - 00:00,78.23,58.1,10.76,160.24,32.74,0.8
1545,25-Mar-2021 - 00:00,26-Mar-2021 - 00:00,95.35,51.58,13.5,184.96,40.86,0.83
1546,26-Mar-2021 - 00:00,27-Mar-2021 - 00:00,80.78,69.76,16.8,169.54,35.46,0.68
1547,27-Mar-2021 - 00:00,28-Mar-2021 - 00:00,91,80.55,14.04,192.59,35.81,0.75
1548,28-Mar-2021 - 00:00,29-Mar-2021 - 00:00,75.03,54.7,10.34,147.1,22.06,0.59
1549,29-Mar-2021 - 00:00,30-Mar-2021 - 00:00,53.72,32.17,11.62,105.33,18.01,0.52
